Reynolds Number: 70
Epoch 0, LR: 1.0000e-02, Loss: 9.5161e-01, Data Loss: 9.5159e-01, Physics Loss: 2.3368e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 1.6527e-01, Data Loss: 1.6475e-01, Physics Loss: 5.1153e-04 
Epoch 2000, LR: 1.0000e-02, Loss: 1.4239e-01, Data Loss: 1.4039e-01, Physics Loss: 1.9995e-03 
Epoch 3000, LR: 1.0000e-02, Loss: 1.4654e-01, Data Loss: 1.4450e-01, Physics Loss: 2.0419e-03 
Epoch 4000, LR: 1.0000e-02, Loss: 1.4711e-01, Data Loss: 1.4205e-01, Physics Loss: 5.0601e-03 
Epoch 5000, LR: 1.0000e-02, Loss: 1.3668e-01, Data Loss: 1.3468e-01, Physics Loss: 2.0020e-03 
Epoch 6000, LR: 1.0000e-02, Loss: 1.3898e-01, Data Loss: 1.3594e-01, Physics Loss: 3.0429e-03 
Epoch 7000, LR: 1.0000e-02, Loss: 1.3847e-01, Data Loss: 1.3650e-01, Physics Loss: 1.9713e-03 
Epoch 8000, LR: 1.0000e-03, Loss: 1.5748e-01, Data Loss: 1.5736e-01, Physics Loss: 1.1807e-04 
Epoch 9000, LR: 1.0000e-03, Loss: 1.4072e-01, Data Loss: 1.3894e-01, Physics Loss: 1.7782e-03 
Epoch 10000, LR: 1.0000e-03, Loss: 1.5753e-01, Data Loss: 1.5715e-01, Physics Loss: 3.8279e-04 
Epoch 11000, LR: 1.0000e-03, Loss: 1.4027e-01, Data Loss: 1.3857e-01, Physics Loss: 1.7030e-03 
Epoch 12000, LR: 1.0000e-03, Loss: 1.1403e-01, Data Loss: 1.1235e-01, Physics Loss: 1.6831e-03 
Epoch 13000, LR: 1.0000e-03, Loss: 1.5490e-01, Data Loss: 1.5443e-01, Physics Loss: 4.6279e-04 
Epoch 14000, LR: 1.0000e-03, Loss: 1.2181e-01, Data Loss: 1.1826e-01, Physics Loss: 3.5476e-03 
Epoch 15000, LR: 1.0000e-03, Loss: 1.0859e-01, Data Loss: 1.0641e-01, Physics Loss: 2.1776e-03 
