Reynolds Number: 39
Epoch 0, LR: 1.0000e-02, Loss: 1.0388e+00, Data Loss: 1.0387e+00, Physics Loss: 2.3704e-05 
Epoch 29000, LR: 1.0000e-05, Loss: 1.2168e-01, Data Loss: 1.2075e-01, Physics Loss: 9.3075e-04 
Epoch 30000, LR: 1.0000e-05, Loss: 1.2142e-01, Data Loss: 1.2048e-01, Physics Loss: 9.3840e-04 
Epoch 31000, LR: 1.0000e-05, Loss: 1.2112e-01, Data Loss: 1.2021e-01, Physics Loss: 9.0590e-04 
Epoch 32000, LR: 1.0000e-06, Loss: 1.2087e-01, Data Loss: 1.1997e-01, Physics Loss: 8.9564e-04 
Epoch 33000, LR: 1.0000e-06, Loss: 1.2083e-01, Data Loss: 1.1995e-01, Physics Loss: 8.8882e-04 
Epoch 34000, LR: 1.0000e-06, Loss: 1.2079e-01, Data Loss: 1.1991e-01, Physics Loss: 8.8677e-04 
Epoch 35000, LR: 1.0000e-06, Loss: 1.2074e-01, Data Loss: 1.1986e-01, Physics Loss: 8.8340e-04 
Epoch 36000, LR: 1.0000e-06, Loss: 1.2067e-01, Data Loss: 1.1979e-01, Physics Loss: 8.7876e-04 
Epoch 37000, LR: 1.0000e-06, Loss: 1.2059e-01, Data Loss: 1.1971e-01, Physics Loss: 8.7265e-04 
Epoch 38000, LR: 1.0000e-06, Loss: 1.2050e-01, Data Loss: 1.1964e-01, Physics Loss: 8.6659e-04 
Epoch 39000, LR: 1.0000e-06, Loss: 1.2043e-01, Data Loss: 1.1957e-01, Physics Loss: 8.6046e-04 
Epoch 40000, LR: 1.0000e-07, Loss: 1.2035e-01, Data Loss: 1.1950e-01, Physics Loss: 8.5461e-04 
Epoch 41000, LR: 1.0000e-07, Loss: 1.2035e-01, Data Loss: 1.1949e-01, Physics Loss: 8.5405e-04 
Epoch 42000, LR: 1.0000e-07, Loss: 1.2033e-01, Data Loss: 1.1948e-01, Physics Loss: 8.5310e-04 
Epoch 43000, LR: 1.0000e-07, Loss: 1.2032e-01, Data Loss: 1.1947e-01, Physics Loss: 8.5184e-04 
Epoch 44000, LR: 1.0000e-07, Loss: 1.2031e-01, Data Loss: 1.1946e-01, Physics Loss: 8.5029e-04 
Epoch 45000, LR: 1.0000e-07, Loss: 1.2029e-01, Data Loss: 1.1944e-01, Physics Loss: 8.4861e-04 
Epoch 46000, LR: 1.0000e-07, Loss: 1.2028e-01, Data Loss: 1.1943e-01, Physics Loss: 8.4717e-04 
Epoch 47000, LR: 1.0000e-07, Loss: 1.2026e-01, Data Loss: 1.1941e-01, Physics Loss: 8.4564e-04 
Epoch 48000, LR: 1.0000e-08, Loss: 1.2025e-01, Data Loss: 1.1940e-01, Physics Loss: 8.4417e-04 
Epoch 49000, LR: 1.0000e-08, Loss: 1.2025e-01, Data Loss: 1.1940e-01, Physics Loss: 8.4408e-04 
Mean L2 Error: 4.5630e+01 
Relative L2 Error: 7.6091e-01 
