Reynolds Number: 97
Epoch 0, LR: 1.0000e-02, Loss: 9.4366e-01, Data Loss: 9.4363e-01, Physics Loss: 2.3256e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 1.3295e-01, Data Loss: 1.3210e-01, Physics Loss: 8.4204e-04 
Epoch 2000, LR: 1.0000e-02, Loss: 1.2339e-01, Data Loss: 1.2243e-01, Physics Loss: 9.5282e-04 
Epoch 3000, LR: 1.0000e-02, Loss: 5.5508e-03, Data Loss: 3.3664e-03, Physics Loss: 2.1844e-03 
Epoch 4000, LR: 1.0000e-02, Loss: 3.6780e-03, Data Loss: 1.1842e-03, Physics Loss: 2.4938e-03 
Epoch 5000, LR: 1.0000e-02, Loss: 1.3968e-03, Data Loss: 7.2516e-04, Physics Loss: 6.7169e-04 
Epoch 6000, LR: 1.0000e-02, Loss: 5.9954e-04, Data Loss: 3.4208e-04, Physics Loss: 2.5746e-04 
Epoch 7000, LR: 1.0000e-02, Loss: 7.7024e-04, Data Loss: 4.1792e-04, Physics Loss: 3.5232e-04 
Epoch 8000, LR: 1.0000e-03, Loss: 2.8179e-03, Data Loss: 4.6402e-04, Physics Loss: 2.3539e-03 
Epoch 9000, LR: 1.0000e-03, Loss: 1.3166e-04, Data Loss: 1.0312e-04, Physics Loss: 2.8533e-05 
Epoch 10000, LR: 1.0000e-03, Loss: 1.0906e-04, Data Loss: 8.7174e-05, Physics Loss: 2.1889e-05 
Epoch 11000, LR: 1.0000e-03, Loss: 9.0891e-05, Data Loss: 7.3755e-05, Physics Loss: 1.7136e-05 
Epoch 12000, LR: 1.0000e-03, Loss: 7.5848e-05, Data Loss: 6.2174e-05, Physics Loss: 1.3674e-05 
Epoch 13000, LR: 1.0000e-03, Loss: 6.5119e-05, Data Loss: 5.3345e-05, Physics Loss: 1.1774e-05 
Epoch 14000, LR: 1.0000e-03, Loss: 6.0131e-05, Data Loss: 4.7138e-05, Physics Loss: 1.2993e-05 
Epoch 15000, LR: 1.0000e-03, Loss: 5.7841e-05, Data Loss: 4.4845e-05, Physics Loss: 1.2996e-05 
Epoch 16000, LR: 1.0000e-04, Loss: 6.6365e-05, Data Loss: 4.9592e-05, Physics Loss: 1.6773e-05 
Epoch 17000, LR: 1.0000e-04, Loss: 4.6598e-05, Data Loss: 3.7669e-05, Physics Loss: 8.9287e-06 
Epoch 18000, LR: 1.0000e-04, Loss: 4.5640e-05, Data Loss: 3.6890e-05, Physics Loss: 8.7497e-06 
Epoch 19000, LR: 1.0000e-04, Loss: 4.4172e-05, Data Loss: 3.5675e-05, Physics Loss: 8.4970e-06 
Epoch 20000, LR: 1.0000e-04, Loss: 4.1991e-05, Data Loss: 3.3858e-05, Physics Loss: 8.1328e-06 
Epoch 21000, LR: 1.0000e-04, Loss: 3.9104e-05, Data Loss: 3.1468e-05, Physics Loss: 7.6366e-06 
Epoch 22000, LR: 1.0000e-04, Loss: 3.6519e-05, Data Loss: 2.9350e-05, Physics Loss: 7.1687e-06 
Epoch 23000, LR: 1.0000e-04, Loss: 3.4427e-05, Data Loss: 2.7633e-05, Physics Loss: 6.7947e-06 
Epoch 24000, LR: 1.0000e-05, Loss: 3.3005e-05, Data Loss: 2.6084e-05, Physics Loss: 6.9203e-06 
Epoch 25000, LR: 1.0000e-05, Loss: 3.2143e-05, Data Loss: 2.5838e-05, Physics Loss: 6.3050e-06 
Epoch 26000, LR: 1.0000e-05, Loss: 3.1767e-05, Data Loss: 2.5542e-05, Physics Loss: 6.2258e-06 
Epoch 27000, LR: 1.0000e-05, Loss: 3.1177e-05, Data Loss: 2.5079e-05, Physics Loss: 6.0984e-06 
Epoch 28000, LR: 1.0000e-05, Loss: 3.0284e-05, Data Loss: 2.4382e-05, Physics Loss: 5.9017e-06 
Epoch 29000, LR: 1.0000e-05, Loss: 2.9062e-05, Data Loss: 2.3431e-05, Physics Loss: 5.6312e-06 
Epoch 30000, LR: 1.0000e-05, Loss: 2.7872e-05, Data Loss: 2.2507e-05, Physics Loss: 5.3653e-06 
Epoch 31000, LR: 1.0000e-05, Loss: 2.6786e-05, Data Loss: 2.1666e-05, Physics Loss: 5.1202e-06 
Epoch 32000, LR: 1.0000e-06, Loss: 2.5781e-05, Data Loss: 2.0892e-05, Physics Loss: 4.8888e-06 
Epoch 33000, LR: 1.0000e-06, Loss: 2.5660e-05, Data Loss: 2.0802e-05, Physics Loss: 4.8588e-06 
Epoch 34000, LR: 1.0000e-06, Loss: 2.5488e-05, Data Loss: 2.0671e-05, Physics Loss: 4.8168e-06 
Epoch 35000, LR: 1.0000e-06, Loss: 2.5252e-05, Data Loss: 2.0492e-05, Physics Loss: 4.7601e-06 
Epoch 36000, LR: 1.0000e-06, Loss: 2.4951e-05, Data Loss: 2.0262e-05, Physics Loss: 4.6881e-06 
Epoch 37000, LR: 1.0000e-06, Loss: 2.4594e-05, Data Loss: 1.9990e-05, Physics Loss: 4.6038e-06 
Epoch 38000, LR: 1.0000e-06, Loss: 2.4229e-05, Data Loss: 1.9711e-05, Physics Loss: 4.5177e-06 
Epoch 39000, LR: 1.0000e-06, Loss: 2.3873e-05, Data Loss: 1.9439e-05, Physics Loss: 4.4334e-06 
Epoch 40000, LR: 1.0000e-07, Loss: 2.3527e-05, Data Loss: 1.9176e-05, Physics Loss: 4.3516e-06 
Epoch 41000, LR: 1.0000e-07, Loss: 2.3490e-05, Data Loss: 1.9147e-05, Physics Loss: 4.3426e-06 
Epoch 42000, LR: 1.0000e-07, Loss: 2.3448e-05, Data Loss: 1.9115e-05, Physics Loss: 4.3324e-06 
Epoch 43000, LR: 1.0000e-07, Loss: 2.3401e-05, Data Loss: 1.9079e-05, Physics Loss: 4.3218e-06 
Epoch 44000, LR: 1.0000e-07, Loss: 2.3353e-05, Data Loss: 1.9042e-05, Physics Loss: 4.3112e-06 
Epoch 45000, LR: 1.0000e-07, Loss: 2.3303e-05, Data Loss: 1.9003e-05, Physics Loss: 4.3005e-06 
