Reynolds Number: 31
Epoch 0, LR: 1.0000e-02, Loss: 1.1468e+00, Data Loss: 1.1468e+00, Physics Loss: 2.3911e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 2.1768e-01, Data Loss: 2.1661e-01, Physics Loss: 1.0649e-03 
Epoch 2000, LR: 1.0000e-02, Loss: 2.2797e-01, Data Loss: 2.2494e-01, Physics Loss: 3.0326e-03 
Epoch 3000, LR: 1.0000e-02, Loss: 2.5339e-01, Data Loss: 2.5161e-01, Physics Loss: 1.7803e-03 
Epoch 4000, LR: 1.0000e-02, Loss: 2.6173e-01, Data Loss: 2.5392e-01, Physics Loss: 7.8151e-03 
Epoch 5000, LR: 1.0000e-02, Loss: 2.2127e-01, Data Loss: 2.1858e-01, Physics Loss: 2.6911e-03 
Epoch 6000, LR: 1.0000e-02, Loss: 2.2229e-01, Data Loss: 2.1908e-01, Physics Loss: 3.2147e-03 
Epoch 7000, LR: 1.0000e-02, Loss: 2.2624e-01, Data Loss: 2.2424e-01, Physics Loss: 1.9946e-03 
Epoch 8000, LR: 1.0000e-03, Loss: 2.5230e-01, Data Loss: 2.5211e-01, Physics Loss: 1.8658e-04 
Epoch 9000, LR: 1.0000e-03, Loss: 2.5106e-01, Data Loss: 2.5083e-01, Physics Loss: 2.2850e-04 
Epoch 10000, LR: 1.0000e-03, Loss: 2.1582e-01, Data Loss: 2.1413e-01, Physics Loss: 1.6850e-03 
Epoch 11000, LR: 1.0000e-03, Loss: 2.3490e-01, Data Loss: 2.3386e-01, Physics Loss: 1.0366e-03 
Epoch 12000, LR: 1.0000e-03, Loss: 1.7449e-01, Data Loss: 1.6825e-01, Physics Loss: 6.2392e-03 
Epoch 13000, LR: 1.0000e-03, Loss: 1.6321e-01, Data Loss: 1.6070e-01, Physics Loss: 2.5109e-03 
Epoch 14000, LR: 1.0000e-03, Loss: 2.2681e-01, Data Loss: 2.2532e-01, Physics Loss: 1.4920e-03 
Epoch 15000, LR: 1.0000e-03, Loss: 1.6778e-01, Data Loss: 1.6353e-01, Physics Loss: 4.2462e-03 
Epoch 16000, LR: 1.0000e-04, Loss: 2.1030e-01, Data Loss: 2.0497e-01, Physics Loss: 5.3290e-03 
Epoch 17000, LR: 1.0000e-04, Loss: 1.6640e-01, Data Loss: 1.6191e-01, Physics Loss: 4.4950e-03 
Epoch 18000, LR: 1.0000e-04, Loss: 1.5656e-01, Data Loss: 1.5436e-01, Physics Loss: 2.2000e-03 
Epoch 19000, LR: 1.0000e-04, Loss: 1.5067e-01, Data Loss: 1.4919e-01, Physics Loss: 1.4807e-03 
Epoch 20000, LR: 1.0000e-04, Loss: 1.4718e-01, Data Loss: 1.4594e-01, Physics Loss: 1.2432e-03 
Epoch 21000, LR: 1.0000e-04, Loss: 1.4540e-01, Data Loss: 1.4404e-01, Physics Loss: 1.3623e-03 
Epoch 22000, LR: 1.0000e-04, Loss: 1.4365e-01, Data Loss: 1.4256e-01, Physics Loss: 1.0832e-03 
Epoch 23000, LR: 1.0000e-04, Loss: 1.4266e-01, Data Loss: 1.4164e-01, Physics Loss: 1.0127e-03 
Epoch 24000, LR: 1.0000e-05, Loss: 1.4201e-01, Data Loss: 1.4093e-01, Physics Loss: 1.0786e-03 
Epoch 25000, LR: 1.0000e-05, Loss: 1.4180e-01, Data Loss: 1.4084e-01, Physics Loss: 9.5379e-04 
Epoch 26000, LR: 1.0000e-05, Loss: 1.4165e-01, Data Loss: 1.4069e-01, Physics Loss: 9.6233e-04 
Epoch 27000, LR: 1.0000e-05, Loss: 1.4143e-01, Data Loss: 1.4045e-01, Physics Loss: 9.7524e-04 
Epoch 28000, LR: 1.0000e-05, Loss: 1.4107e-01, Data Loss: 1.4008e-01, Physics Loss: 9.9930e-04 
Epoch 29000, LR: 1.0000e-05, Loss: 1.4065e-01, Data Loss: 1.3962e-01, Physics Loss: 1.0285e-03 
Epoch 30000, LR: 1.0000e-05, Loss: 1.4025e-01, Data Loss: 1.3920e-01, Physics Loss: 1.0456e-03 
