Reynolds Number: 17
Epoch 0, LR: 1.0000e-02, Loss: 2.4260e+00, Data Loss: 2.4259e+00, Physics Loss: 2.4823e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 1.3860e+00, Data Loss: 1.3855e+00, Physics Loss: 5.4620e-04 
Epoch 2000, LR: 1.0000e-02, Loss: 5.3461e-01, Data Loss: 5.3364e-01, Physics Loss: 9.6774e-04 
Epoch 3000, LR: 1.0000e-02, Loss: 1.4744e+00, Data Loss: 1.4744e+00, Physics Loss: 5.9668e-07 
Epoch 4000, LR: 1.0000e-02, Loss: 5.2119e-01, Data Loss: 5.2055e-01, Physics Loss: 6.3974e-04 
Epoch 5000, LR: 1.0000e-02, Loss: 5.4614e-01, Data Loss: 5.4482e-01, Physics Loss: 1.3197e-03 
Epoch 6000, LR: 1.0000e-02, Loss: 5.2787e-01, Data Loss: 5.2667e-01, Physics Loss: 1.2079e-03 
Epoch 7000, LR: 1.0000e-02, Loss: 5.6599e-01, Data Loss: 5.5882e-01, Physics Loss: 7.1733e-03 
Epoch 8000, LR: 1.0000e-03, Loss: 5.2730e-01, Data Loss: 5.2603e-01, Physics Loss: 1.2662e-03 
Epoch 9000, LR: 1.0000e-03, Loss: 4.9836e-01, Data Loss: 4.9681e-01, Physics Loss: 1.5428e-03 
Epoch 10000, LR: 1.0000e-03, Loss: 5.5477e-01, Data Loss: 5.4159e-01, Physics Loss: 1.3182e-02 
Epoch 11000, LR: 1.0000e-03, Loss: 4.9027e-01, Data Loss: 4.7681e-01, Physics Loss: 1.3450e-02 
Epoch 12000, LR: 1.0000e-03, Loss: 4.4717e-01, Data Loss: 4.4106e-01, Physics Loss: 6.1063e-03 
Epoch 13000, LR: 1.0000e-03, Loss: 4.4716e-01, Data Loss: 4.4157e-01, Physics Loss: 5.5874e-03 
Epoch 14000, LR: 1.0000e-03, Loss: 4.3344e-01, Data Loss: 4.2831e-01, Physics Loss: 5.1341e-03 
Epoch 15000, LR: 1.0000e-03, Loss: 4.7305e-01, Data Loss: 4.6829e-01, Physics Loss: 4.7599e-03 
Epoch 16000, LR: 1.0000e-04, Loss: 4.2427e-01, Data Loss: 4.1984e-01, Physics Loss: 4.4356e-03 
Epoch 17000, LR: 1.0000e-04, Loss: 4.1281e-01, Data Loss: 4.0805e-01, Physics Loss: 4.7635e-03 
Epoch 18000, LR: 1.0000e-04, Loss: 3.9198e-01, Data Loss: 3.8738e-01, Physics Loss: 4.6031e-03 
Epoch 19000, LR: 1.0000e-04, Loss: 3.7181e-01, Data Loss: 3.6767e-01, Physics Loss: 4.1332e-03 
Epoch 20000, LR: 1.0000e-04, Loss: 3.5848e-01, Data Loss: 3.5489e-01, Physics Loss: 3.5932e-03 
Epoch 21000, LR: 1.0000e-04, Loss: 3.4953e-01, Data Loss: 3.4366e-01, Physics Loss: 5.8717e-03 
Epoch 22000, LR: 1.0000e-04, Loss: 3.3875e-01, Data Loss: 3.3493e-01, Physics Loss: 3.8184e-03 
Epoch 23000, LR: 1.0000e-04, Loss: 3.3768e-01, Data Loss: 3.3077e-01, Physics Loss: 6.9018e-03 
Epoch 24000, LR: 1.0000e-05, Loss: 3.3222e-01, Data Loss: 3.2798e-01, Physics Loss: 4.2412e-03 
Epoch 25000, LR: 1.0000e-05, Loss: 3.3099e-01, Data Loss: 3.2742e-01, Physics Loss: 3.5677e-03 
Epoch 26000, LR: 1.0000e-05, Loss: 3.3038e-01, Data Loss: 3.2678e-01, Physics Loss: 3.6048e-03 
Epoch 27000, LR: 1.0000e-05, Loss: 3.2945e-01, Data Loss: 3.2582e-01, Physics Loss: 3.6296e-03 
Epoch 28000, LR: 1.0000e-05, Loss: 3.2829e-01, Data Loss: 3.2463e-01, Physics Loss: 3.6578e-03 
Epoch 29000, LR: 1.0000e-05, Loss: 3.2722e-01, Data Loss: 3.2348e-01, Physics Loss: 3.7348e-03 
Epoch 30000, LR: 1.0000e-05, Loss: 3.2604e-01, Data Loss: 3.2236e-01, Physics Loss: 3.6757e-03 
Epoch 31000, LR: 1.0000e-05, Loss: 3.2500e-01, Data Loss: 3.2131e-01, Physics Loss: 3.6875e-03 
Epoch 32000, LR: 1.0000e-06, Loss: 3.2405e-01, Data Loss: 3.2034e-01, Physics Loss: 3.7047e-03 
Epoch 33000, LR: 1.0000e-06, Loss: 3.2393e-01, Data Loss: 3.2023e-01, Physics Loss: 3.6996e-03 
Epoch 34000, LR: 1.0000e-06, Loss: 3.2376e-01, Data Loss: 3.2005e-01, Physics Loss: 3.7043e-03 
Epoch 35000, LR: 1.0000e-06, Loss: 3.2351e-01, Data Loss: 3.1979e-01, Physics Loss: 3.7137e-03 
Epoch 36000, LR: 1.0000e-06, Loss: 3.2317e-01, Data Loss: 3.1944e-01, Physics Loss: 3.7255e-03 
Epoch 37000, LR: 1.0000e-06, Loss: 3.2277e-01, Data Loss: 3.1903e-01, Physics Loss: 3.7337e-03 
Epoch 38000, LR: 1.0000e-06, Loss: 3.2238e-01, Data Loss: 3.1864e-01, Physics Loss: 3.7394e-03 
Epoch 39000, LR: 1.0000e-06, Loss: 3.2201e-01, Data Loss: 3.1827e-01, Physics Loss: 3.7431e-03 
Epoch 40000, LR: 1.0000e-07, Loss: 3.2165e-01, Data Loss: 3.1790e-01, Physics Loss: 3.7457e-03 
