Reynolds Number: 49
Epoch 0, LR: 1.0000e-02, Loss: 9.8555e-01, Data Loss: 9.8553e-01, Physics Loss: 2.3546e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 2.2109e-01, Data Loss: 2.0208e-01, Physics Loss: 1.9014e-02 
Epoch 2000, LR: 1.0000e-02, Loss: 1.7058e-01, Data Loss: 1.6936e-01, Physics Loss: 1.2236e-03 
Epoch 3000, LR: 1.0000e-02, Loss: 1.2211e-01, Data Loss: 1.1924e-01, Physics Loss: 2.8705e-03 
Epoch 4000, LR: 1.0000e-02, Loss: 9.6742e-02, Data Loss: 9.5239e-02, Physics Loss: 1.5037e-03 
Epoch 5000, LR: 1.0000e-02, Loss: 7.4523e-02, Data Loss: 5.1437e-02, Physics Loss: 2.3086e-02 
Epoch 6000, LR: 1.0000e-02, Loss: 7.0991e-03, Data Loss: 4.2725e-03, Physics Loss: 2.8265e-03 
Epoch 7000, LR: 1.0000e-02, Loss: 5.7381e-03, Data Loss: 2.9842e-03, Physics Loss: 2.7539e-03 
Epoch 8000, LR: 1.0000e-03, Loss: 6.6137e-03, Data Loss: 2.8558e-03, Physics Loss: 3.7579e-03 
Epoch 9000, LR: 1.0000e-03, Loss: 2.2226e-03, Data Loss: 2.0526e-03, Physics Loss: 1.7000e-04 
Epoch 10000, LR: 1.0000e-03, Loss: 2.0470e-03, Data Loss: 1.8893e-03, Physics Loss: 1.5772e-04 
Epoch 11000, LR: 1.0000e-03, Loss: 1.7421e-03, Data Loss: 1.5978e-03, Physics Loss: 1.4426e-04 
Epoch 12000, LR: 1.0000e-03, Loss: 7.1166e-04, Data Loss: 5.9204e-04, Physics Loss: 1.1961e-04 
Epoch 13000, LR: 1.0000e-03, Loss: 4.6931e-04, Data Loss: 3.8864e-04, Physics Loss: 8.0670e-05 
Epoch 14000, LR: 1.0000e-03, Loss: 3.5362e-04, Data Loss: 2.9439e-04, Physics Loss: 5.9230e-05 
Epoch 15000, LR: 1.0000e-03, Loss: 2.7289e-04, Data Loss: 2.2659e-04, Physics Loss: 4.6299e-05 
Epoch 16000, LR: 1.0000e-04, Loss: 2.3796e-04, Data Loss: 1.8615e-04, Physics Loss: 5.1809e-05 
Epoch 17000, LR: 1.0000e-04, Loss: 2.1189e-04, Data Loss: 1.7671e-04, Physics Loss: 3.5185e-05 
Epoch 18000, LR: 1.0000e-04, Loss: 2.0298e-04, Data Loss: 1.6917e-04, Physics Loss: 3.3809e-05 
