Reynolds Number: 84
Epoch 0, LR: 1.0000e-02, Loss: 9.4557e-01, Data Loss: 9.4555e-01, Physics Loss: 2.3301e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 1.4480e-01, Data Loss: 1.4422e-01, Physics Loss: 5.7469e-04 
Epoch 2000, LR: 1.0000e-02, Loss: 1.3263e-01, Data Loss: 1.3042e-01, Physics Loss: 2.2118e-03 
Epoch 3000, LR: 1.0000e-02, Loss: 1.3028e-01, Data Loss: 1.2854e-01, Physics Loss: 1.7409e-03 
Epoch 4000, LR: 1.0000e-02, Loss: 1.1998e-01, Data Loss: 1.1817e-01, Physics Loss: 1.8097e-03 
Epoch 5000, LR: 1.0000e-02, Loss: 4.7151e-02, Data Loss: 4.4534e-02, Physics Loss: 2.6175e-03 
Epoch 6000, LR: 1.0000e-02, Loss: 6.3149e-03, Data Loss: 1.9079e-03, Physics Loss: 4.4070e-03 
Epoch 7000, LR: 1.0000e-02, Loss: 2.3846e-03, Data Loss: 7.5413e-04, Physics Loss: 1.6305e-03 
Epoch 8000, LR: 1.0000e-03, Loss: 2.3257e-03, Data Loss: 9.4957e-04, Physics Loss: 1.3761e-03 
Epoch 9000, LR: 1.0000e-03, Loss: 3.6549e-04, Data Loss: 2.7476e-04, Physics Loss: 9.0732e-05 
Epoch 10000, LR: 1.0000e-03, Loss: 2.7280e-04, Data Loss: 2.0286e-04, Physics Loss: 6.9940e-05 
Epoch 11000, LR: 1.0000e-03, Loss: 1.7594e-04, Data Loss: 1.2981e-04, Physics Loss: 4.6122e-05 
Epoch 12000, LR: 1.0000e-03, Loss: 9.8176e-05, Data Loss: 7.1476e-05, Physics Loss: 2.6700e-05 
Epoch 13000, LR: 1.0000e-03, Loss: 7.0081e-05, Data Loss: 4.8983e-05, Physics Loss: 2.1097e-05 
Epoch 14000, LR: 1.0000e-03, Loss: 5.0033e-05, Data Loss: 3.7563e-05, Physics Loss: 1.2470e-05 
Epoch 15000, LR: 1.0000e-03, Loss: 1.1851e-04, Data Loss: 3.3547e-05, Physics Loss: 8.4965e-05 
Epoch 16000, LR: 1.0000e-04, Loss: 1.1382e-04, Data Loss: 2.9331e-05, Physics Loss: 8.4487e-05 
Epoch 17000, LR: 1.0000e-04, Loss: 3.3132e-05, Data Loss: 2.5350e-05, Physics Loss: 7.7826e-06 
Epoch 18000, LR: 1.0000e-04, Loss: 3.1873e-05, Data Loss: 2.4360e-05, Physics Loss: 7.5123e-06 
Epoch 19000, LR: 1.0000e-04, Loss: 2.9997e-05, Data Loss: 2.2909e-05, Physics Loss: 7.0879e-06 
Epoch 20000, LR: 1.0000e-04, Loss: 2.7305e-05, Data Loss: 2.0837e-05, Physics Loss: 6.4675e-06 
Epoch 21000, LR: 1.0000e-04, Loss: 2.8668e-05, Data Loss: 1.8840e-05, Physics Loss: 9.8283e-06 
Epoch 22000, LR: 1.0000e-04, Loss: 2.1115e-05, Data Loss: 1.6061e-05, Physics Loss: 5.0533e-06 
Epoch 23000, LR: 1.0000e-04, Loss: 1.8818e-05, Data Loss: 1.4283e-05, Physics Loss: 4.5353e-06 
Epoch 24000, LR: 1.0000e-05, Loss: 1.7060e-05, Data Loss: 1.2870e-05, Physics Loss: 4.1894e-06 
Epoch 25000, LR: 1.0000e-05, Loss: 1.6789e-05, Data Loss: 1.2692e-05, Physics Loss: 4.0974e-06 
Epoch 26000, LR: 1.0000e-05, Loss: 1.6455e-05, Data Loss: 1.2429e-05, Physics Loss: 4.0262e-06 
Epoch 27000, LR: 1.0000e-05, Loss: 1.5933e-05, Data Loss: 1.2017e-05, Physics Loss: 3.9157e-06 
Epoch 28000, LR: 1.0000e-05, Loss: 1.5144e-05, Data Loss: 1.1393e-05, Physics Loss: 3.7508e-06 
Epoch 29000, LR: 1.0000e-05, Loss: 1.4062e-05, Data Loss: 1.0534e-05, Physics Loss: 3.5281e-06 
Epoch 30000, LR: 1.0000e-05, Loss: 1.3032e-05, Data Loss: 9.7157e-06, Physics Loss: 3.3167e-06 
Epoch 31000, LR: 1.0000e-05, Loss: 1.2122e-05, Data Loss: 8.9875e-06, Physics Loss: 3.1347e-06 
Epoch 32000, LR: 1.0000e-06, Loss: 1.1344e-05, Data Loss: 8.3703e-06, Physics Loss: 2.9734e-06 
Epoch 33000, LR: 1.0000e-06, Loss: 1.1252e-05, Data Loss: 8.2977e-06, Physics Loss: 2.9547e-06 
Epoch 34000, LR: 1.0000e-06, Loss: 1.1113e-05, Data Loss: 8.1863e-06, Physics Loss: 2.9271e-06 
Epoch 35000, LR: 1.0000e-06, Loss: 1.0912e-05, Data Loss: 8.0249e-06, Physics Loss: 2.8874e-06 
Epoch 36000, LR: 1.0000e-06, Loss: 1.0640e-05, Data Loss: 7.8063e-06, Physics Loss: 2.8333e-06 
Epoch 37000, LR: 1.0000e-06, Loss: 1.0297e-05, Data Loss: 7.5314e-06, Physics Loss: 2.7655e-06 
Epoch 38000, LR: 1.0000e-06, Loss: 9.9542e-06, Data Loss: 7.2565e-06, Physics Loss: 2.6977e-06 
Epoch 39000, LR: 1.0000e-06, Loss: 9.6315e-06, Data Loss: 6.9979e-06, Physics Loss: 2.6336e-06 
Epoch 40000, LR: 1.0000e-07, Loss: 9.3183e-06, Data Loss: 6.7464e-06, Physics Loss: 2.5719e-06 
Epoch 41000, LR: 1.0000e-07, Loss: 9.2833e-06, Data Loss: 6.7179e-06, Physics Loss: 2.5654e-06 
Epoch 42000, LR: 1.0000e-07, Loss: 9.2403e-06, Data Loss: 6.6839e-06, Physics Loss: 2.5564e-06 
Epoch 43000, LR: 1.0000e-07, Loss: 9.1917e-06, Data Loss: 6.6453e-06, Physics Loss: 2.5464e-06 
Epoch 44000, LR: 1.0000e-07, Loss: 9.1391e-06, Data Loss: 6.6038e-06, Physics Loss: 2.5353e-06 
Epoch 45000, LR: 1.0000e-07, Loss: 9.0844e-06, Data Loss: 6.5610e-06, Physics Loss: 2.5234e-06 
Epoch 46000, LR: 1.0000e-07, Loss: 9.0298e-06, Data Loss: 6.5183e-06, Physics Loss: 2.5115e-06 
Epoch 47000, LR: 1.0000e-07, Loss: 8.9759e-06, Data Loss: 6.4762e-06, Physics Loss: 2.4997e-06 
Epoch 48000, LR: 1.0000e-08, Loss: 8.9225e-06, Data Loss: 6.4346e-06, Physics Loss: 2.4879e-06 
Epoch 49000, LR: 1.0000e-08, Loss: 8.9195e-06, Data Loss: 6.4320e-06, Physics Loss: 2.4874e-06 
Mean L2 Error: 5.7606e-01 
Relative L2 Error: 9.6180e-03 
