Reynolds Number: 55
Epoch 0, LR: 1.0000e-02, Loss: 9.6998e-01, Data Loss: 9.6996e-01, Physics Loss: 2.3481e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 1.7448e-01, Data Loss: 1.7406e-01, Physics Loss: 4.1841e-04 
Epoch 2000, LR: 1.0000e-02, Loss: 1.6616e-01, Data Loss: 1.6408e-01, Physics Loss: 2.0728e-03 
Epoch 3000, LR: 1.0000e-02, Loss: 1.5387e-01, Data Loss: 1.5254e-01, Physics Loss: 1.3300e-03 
Epoch 4000, LR: 1.0000e-02, Loss: 2.0884e-01, Data Loss: 1.6434e-01, Physics Loss: 4.4506e-02 
Epoch 5000, LR: 1.0000e-02, Loss: 1.3444e-01, Data Loss: 1.3161e-01, Physics Loss: 2.8295e-03 
Epoch 6000, LR: 1.0000e-02, Loss: 2.7567e-02, Data Loss: 1.5550e-02, Physics Loss: 1.2017e-02 
Epoch 7000, LR: 1.0000e-02, Loss: 2.9300e-03, Data Loss: 1.5966e-03, Physics Loss: 1.3334e-03 
Epoch 8000, LR: 1.0000e-03, Loss: 1.5276e-03, Data Loss: 5.7278e-04, Physics Loss: 9.5481e-04 
Epoch 9000, LR: 1.0000e-03, Loss: 5.1094e-04, Data Loss: 3.4378e-04, Physics Loss: 1.6715e-04 
Epoch 10000, LR: 1.0000e-03, Loss: 3.8552e-04, Data Loss: 2.5103e-04, Physics Loss: 1.3449e-04 
Epoch 11000, LR: 1.0000e-03, Loss: 2.8030e-04, Data Loss: 1.7750e-04, Physics Loss: 1.0280e-04 
Epoch 12000, LR: 1.0000e-03, Loss: 1.9934e-04, Data Loss: 1.2516e-04, Physics Loss: 7.4176e-05 
Epoch 13000, LR: 1.0000e-03, Loss: 1.4945e-04, Data Loss: 9.5161e-05, Physics Loss: 5.4291e-05 
Epoch 14000, LR: 1.0000e-03, Loss: 2.1069e-04, Data Loss: 8.9912e-05, Physics Loss: 1.2078e-04 
Epoch 15000, LR: 1.0000e-03, Loss: 1.0130e-04, Data Loss: 6.4526e-05, Physics Loss: 3.6772e-05 
Epoch 16000, LR: 1.0000e-04, Loss: 8.8312e-05, Data Loss: 5.5731e-05, Physics Loss: 3.2580e-05 
Epoch 17000, LR: 1.0000e-04, Loss: 8.1887e-05, Data Loss: 5.3366e-05, Physics Loss: 2.8521e-05 
Epoch 18000, LR: 1.0000e-04, Loss: 7.8776e-05, Data Loss: 5.1260e-05, Physics Loss: 2.7517e-05 
Epoch 19000, LR: 1.0000e-04, Loss: 7.4123e-05, Data Loss: 4.8256e-05, Physics Loss: 2.5867e-05 
Epoch 20000, LR: 1.0000e-04, Loss: 6.7421e-05, Data Loss: 4.4010e-05, Physics Loss: 2.3411e-05 
Epoch 21000, LR: 1.0000e-04, Loss: 5.9032e-05, Data Loss: 3.8699e-05, Physics Loss: 2.0333e-05 
Epoch 22000, LR: 1.0000e-04, Loss: 5.1859e-05, Data Loss: 3.4099e-05, Physics Loss: 1.7761e-05 
Epoch 23000, LR: 1.0000e-04, Loss: 4.6051e-05, Data Loss: 3.0270e-05, Physics Loss: 1.5781e-05 
Epoch 24000, LR: 1.0000e-05, Loss: 4.1050e-05, Data Loss: 2.7052e-05, Physics Loss: 1.3998e-05 
Epoch 25000, LR: 1.0000e-05, Loss: 4.0468e-05, Data Loss: 2.6669e-05, Physics Loss: 1.3798e-05 
Epoch 26000, LR: 1.0000e-05, Loss: 3.9545e-05, Data Loss: 2.6058e-05, Physics Loss: 1.3487e-05 
Epoch 27000, LR: 1.0000e-05, Loss: 3.8125e-05, Data Loss: 2.5117e-05, Physics Loss: 1.3008e-05 
Epoch 28000, LR: 1.0000e-05, Loss: 3.6044e-05, Data Loss: 2.3732e-05, Physics Loss: 1.2312e-05 
Epoch 29000, LR: 1.0000e-05, Loss: 3.3370e-05, Data Loss: 2.1937e-05, Physics Loss: 1.1433e-05 
Epoch 30000, LR: 1.0000e-05, Loss: 3.0897e-05, Data Loss: 2.0297e-05, Physics Loss: 1.0600e-05 
Epoch 31000, LR: 1.0000e-05, Loss: 2.8774e-05, Data Loss: 1.8874e-05, Physics Loss: 9.8998e-06 
Epoch 32000, LR: 1.0000e-06, Loss: 2.6925e-05, Data Loss: 1.7639e-05, Physics Loss: 9.2867e-06 
Epoch 33000, LR: 1.0000e-06, Loss: 2.6714e-05, Data Loss: 1.7496e-05, Physics Loss: 9.2181e-06 
Epoch 34000, LR: 1.0000e-06, Loss: 2.6412e-05, Data Loss: 1.7296e-05, Physics Loss: 9.1167e-06 
Epoch 35000, LR: 1.0000e-06, Loss: 2.5998e-05, Data Loss: 1.7021e-05, Physics Loss: 8.9768e-06 
Epoch 36000, LR: 1.0000e-06, Loss: 2.5466e-05, Data Loss: 1.6668e-05, Physics Loss: 8.7978e-06 
Epoch 37000, LR: 1.0000e-06, Loss: 2.4826e-05, Data Loss: 1.6241e-05, Physics Loss: 8.5855e-06 
Epoch 38000, LR: 1.0000e-06, Loss: 2.4173e-05, Data Loss: 1.5802e-05, Physics Loss: 8.3711e-06 
Epoch 39000, LR: 1.0000e-06, Loss: 2.3549e-05, Data Loss: 1.5383e-05, Physics Loss: 8.1666e-06 
Epoch 40000, LR: 1.0000e-07, Loss: 2.2950e-05, Data Loss: 1.4980e-05, Physics Loss: 7.9702e-06 
Epoch 41000, LR: 1.0000e-07, Loss: 2.2883e-05, Data Loss: 1.4935e-05, Physics Loss: 7.9487e-06 
Epoch 42000, LR: 1.0000e-07, Loss: 2.2806e-05, Data Loss: 1.4884e-05, Physics Loss: 7.9222e-06 
Epoch 43000, LR: 1.0000e-07, Loss: 2.2720e-05, Data Loss: 1.4827e-05, Physics Loss: 7.8935e-06 
Epoch 44000, LR: 1.0000e-07, Loss: 2.2628e-05, Data Loss: 1.4765e-05, Physics Loss: 7.8635e-06 
Epoch 45000, LR: 1.0000e-07, Loss: 2.2533e-05, Data Loss: 1.4701e-05, Physics Loss: 7.8324e-06 
Epoch 46000, LR: 1.0000e-07, Loss: 2.2439e-05, Data Loss: 1.4637e-05, Physics Loss: 7.8013e-06 
Epoch 47000, LR: 1.0000e-07, Loss: 2.2345e-05, Data Loss: 1.4574e-05, Physics Loss: 7.7702e-06 
Epoch 48000, LR: 1.0000e-08, Loss: 2.2252e-05, Data Loss: 1.4512e-05, Physics Loss: 7.7392e-06 
Epoch 49000, LR: 1.0000e-08, Loss: 2.2247e-05, Data Loss: 1.4509e-05, Physics Loss: 7.7379e-06 
Mean L2 Error: 2.1298e+00 
Relative L2 Error: 3.5635e-02 
