Reynolds Number: 83
Epoch 0, LR: 1.0000e-02, Loss: 9.4583e-01, Data Loss: 9.4580e-01, Physics Loss: 2.3305e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 1.4875e-01, Data Loss: 1.4845e-01, Physics Loss: 3.0779e-04 
Epoch 2000, LR: 1.0000e-02, Loss: 1.3572e-01, Data Loss: 1.3397e-01, Physics Loss: 1.7486e-03 
Epoch 3000, LR: 1.0000e-02, Loss: 1.2966e-01, Data Loss: 1.2551e-01, Physics Loss: 4.1550e-03 
Epoch 4000, LR: 1.0000e-02, Loss: 6.1484e-02, Data Loss: 5.9529e-02, Physics Loss: 1.9547e-03 
Epoch 5000, LR: 1.0000e-02, Loss: 7.4414e-03, Data Loss: 2.8936e-03, Physics Loss: 4.5477e-03 
Epoch 6000, LR: 1.0000e-02, Loss: 2.0903e-03, Data Loss: 1.5016e-03, Physics Loss: 5.8863e-04 
Epoch 7000, LR: 1.0000e-02, Loss: 5.9793e-03, Data Loss: 1.2634e-03, Physics Loss: 4.7159e-03 
Epoch 8000, LR: 1.0000e-03, Loss: 2.2919e-03, Data Loss: 1.2420e-03, Physics Loss: 1.0498e-03 
Epoch 9000, LR: 1.0000e-03, Loss: 4.6584e-04, Data Loss: 3.7244e-04, Physics Loss: 9.3393e-05 
Epoch 10000, LR: 1.0000e-03, Loss: 3.7609e-04, Data Loss: 3.0383e-04, Physics Loss: 7.2256e-05 
Epoch 11000, LR: 1.0000e-03, Loss: 2.7397e-04, Data Loss: 2.2238e-04, Physics Loss: 5.1596e-05 
Epoch 12000, LR: 1.0000e-03, Loss: 4.1652e-04, Data Loss: 2.1778e-04, Physics Loss: 1.9874e-04 
Epoch 13000, LR: 1.0000e-03, Loss: 1.2170e-04, Data Loss: 9.3788e-05, Physics Loss: 2.7907e-05 
Epoch 14000, LR: 1.0000e-03, Loss: 8.5617e-05, Data Loss: 6.5888e-05, Physics Loss: 1.9729e-05 
Epoch 15000, LR: 1.0000e-03, Loss: 8.2840e-05, Data Loss: 5.8252e-05, Physics Loss: 2.4588e-05 
Epoch 16000, LR: 1.0000e-04, Loss: 7.5201e-05, Data Loss: 4.7974e-05, Physics Loss: 2.7227e-05 
