Reynolds Number: 54
Epoch 0, LR: 1.0000e-02, Loss: 9.7209e-01, Data Loss: 9.7207e-01, Physics Loss: 2.3490e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 1.5497e-01, Data Loss: 1.5339e-01, Physics Loss: 1.5827e-03 
Epoch 2000, LR: 1.0000e-02, Loss: 1.5419e-01, Data Loss: 1.5144e-01, Physics Loss: 2.7511e-03 
Epoch 3000, LR: 1.0000e-02, Loss: 1.5075e-01, Data Loss: 1.4342e-01, Physics Loss: 7.3269e-03 
Epoch 4000, LR: 1.0000e-02, Loss: 6.1437e-02, Data Loss: 5.7649e-02, Physics Loss: 3.7879e-03 
Epoch 5000, LR: 1.0000e-02, Loss: 6.1703e-03, Data Loss: 4.3536e-03, Physics Loss: 1.8167e-03 
Epoch 6000, LR: 1.0000e-02, Loss: 2.1749e-03, Data Loss: 8.8094e-04, Physics Loss: 1.2940e-03 
Epoch 7000, LR: 1.0000e-02, Loss: 5.2876e-03, Data Loss: 6.2908e-04, Physics Loss: 4.6585e-03 
Epoch 8000, LR: 1.0000e-03, Loss: 7.4962e-03, Data Loss: 4.2888e-04, Physics Loss: 7.0673e-03 
Epoch 9000, LR: 1.0000e-03, Loss: 2.5682e-04, Data Loss: 1.6472e-04, Physics Loss: 9.2099e-05 
Epoch 10000, LR: 1.0000e-03, Loss: 1.9877e-04, Data Loss: 1.2517e-04, Physics Loss: 7.3605e-05 
Epoch 11000, LR: 1.0000e-03, Loss: 1.5138e-04, Data Loss: 9.6299e-05, Physics Loss: 5.5077e-05 
Epoch 12000, LR: 1.0000e-03, Loss: 1.1491e-04, Data Loss: 7.4529e-05, Physics Loss: 4.0379e-05 
Epoch 13000, LR: 1.0000e-03, Loss: 1.8630e-04, Data Loss: 6.7738e-05, Physics Loss: 1.1857e-04 
Epoch 14000, LR: 1.0000e-03, Loss: 8.1562e-05, Data Loss: 5.0118e-05, Physics Loss: 3.1443e-05 
Epoch 15000, LR: 1.0000e-03, Loss: 6.5102e-05, Data Loss: 4.3544e-05, Physics Loss: 2.1557e-05 
Epoch 16000, LR: 1.0000e-04, Loss: 1.2374e-04, Data Loss: 4.0613e-05, Physics Loss: 8.3123e-05 
Epoch 17000, LR: 1.0000e-04, Loss: 5.4908e-05, Data Loss: 3.6864e-05, Physics Loss: 1.8043e-05 
Epoch 18000, LR: 1.0000e-04, Loss: 5.3232e-05, Data Loss: 3.5754e-05, Physics Loss: 1.7477e-05 
Epoch 19000, LR: 1.0000e-04, Loss: 5.0697e-05, Data Loss: 3.4079e-05, Physics Loss: 1.6617e-05 
Epoch 20000, LR: 1.0000e-04, Loss: 4.7010e-05, Data Loss: 3.1617e-05, Physics Loss: 1.5393e-05 
Epoch 21000, LR: 1.0000e-04, Loss: 4.2734e-05, Data Loss: 2.8507e-05, Physics Loss: 1.4227e-05 
