Reynolds Number: 94
Epoch 0, LR: 1.0000e-02, Loss: 9.4391e-01, Data Loss: 9.4389e-01, Physics Loss: 2.3265e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 1.6288e-01, Data Loss: 1.6129e-01, Physics Loss: 1.5977e-03 
Epoch 2000, LR: 1.0000e-02, Loss: 1.3163e-01, Data Loss: 1.3016e-01, Physics Loss: 1.4668e-03 
Epoch 3000, LR: 1.0000e-02, Loss: 6.4453e-02, Data Loss: 6.2073e-02, Physics Loss: 2.3801e-03 
Epoch 4000, LR: 1.0000e-02, Loss: 3.4331e-03, Data Loss: 2.0606e-03, Physics Loss: 1.3725e-03 
Epoch 5000, LR: 1.0000e-02, Loss: 2.6202e-03, Data Loss: 1.8321e-03, Physics Loss: 7.8814e-04 
Epoch 6000, LR: 1.0000e-02, Loss: 3.6441e-03, Data Loss: 1.4233e-03, Physics Loss: 2.2208e-03 
Epoch 7000, LR: 1.0000e-02, Loss: 1.1298e-03, Data Loss: 9.2280e-04, Physics Loss: 2.0695e-04 
Epoch 8000, LR: 1.0000e-03, Loss: 1.3070e-03, Data Loss: 9.1600e-04, Physics Loss: 3.9102e-04 
Epoch 9000, LR: 1.0000e-03, Loss: 8.1044e-04, Data Loss: 7.1775e-04, Physics Loss: 9.2691e-05 
Epoch 10000, LR: 1.0000e-03, Loss: 6.8900e-04, Data Loss: 6.1312e-04, Physics Loss: 7.5879e-05 
Epoch 11000, LR: 1.0000e-03, Loss: 5.2252e-04, Data Loss: 4.5918e-04, Physics Loss: 6.3333e-05 
Epoch 12000, LR: 1.0000e-03, Loss: 3.8380e-04, Data Loss: 3.2496e-04, Physics Loss: 5.8838e-05 
Epoch 13000, LR: 1.0000e-03, Loss: 3.0109e-04, Data Loss: 2.4358e-04, Physics Loss: 5.7512e-05 
Epoch 14000, LR: 1.0000e-03, Loss: 2.2212e-04, Data Loss: 1.8145e-04, Physics Loss: 4.0672e-05 
Epoch 15000, LR: 1.0000e-03, Loss: 1.8155e-04, Data Loss: 1.3633e-04, Physics Loss: 4.5219e-05 
Epoch 16000, LR: 1.0000e-04, Loss: 1.2520e-04, Data Loss: 1.0674e-04, Physics Loss: 1.8465e-05 
Epoch 17000, LR: 1.0000e-04, Loss: 1.2004e-04, Data Loss: 1.0309e-04, Physics Loss: 1.6953e-05 
Epoch 18000, LR: 1.0000e-04, Loss: 1.1417e-04, Data Loss: 9.7985e-05, Physics Loss: 1.6183e-05 
Epoch 19000, LR: 1.0000e-04, Loss: 1.0550e-04, Data Loss: 9.0535e-05, Physics Loss: 1.4968e-05 
Epoch 20000, LR: 1.0000e-04, Loss: 9.3471e-05, Data Loss: 8.0094e-05, Physics Loss: 1.3377e-05 
Epoch 21000, LR: 1.0000e-04, Loss: 8.2962e-05, Data Loss: 6.8962e-05, Physics Loss: 1.4000e-05 
Epoch 22000, LR: 1.0000e-04, Loss: 7.1159e-05, Data Loss: 6.0380e-05, Physics Loss: 1.0780e-05 
Epoch 23000, LR: 1.0000e-04, Loss: 6.3654e-05, Data Loss: 5.3714e-05, Physics Loss: 9.9403e-06 
Epoch 24000, LR: 1.0000e-05, Loss: 5.7225e-05, Data Loss: 4.8292e-05, Physics Loss: 8.9334e-06 
Epoch 25000, LR: 1.0000e-05, Loss: 5.6442e-05, Data Loss: 4.7601e-05, Physics Loss: 8.8406e-06 
Epoch 26000, LR: 1.0000e-05, Loss: 5.5258e-05, Data Loss: 4.6566e-05, Physics Loss: 8.6918e-06 
Epoch 27000, LR: 1.0000e-05, Loss: 5.3442e-05, Data Loss: 4.4977e-05, Physics Loss: 8.4645e-06 
Epoch 28000, LR: 1.0000e-05, Loss: 5.0761e-05, Data Loss: 4.2632e-05, Physics Loss: 8.1291e-06 
Epoch 29000, LR: 1.0000e-05, Loss: 4.7214e-05, Data Loss: 3.9529e-05, Physics Loss: 7.6853e-06 
Epoch 30000, LR: 1.0000e-05, Loss: 4.3855e-05, Data Loss: 3.6624e-05, Physics Loss: 7.2307e-06 
