Reynolds Number: 41
Epoch 0, LR: 1.0000e-02, Loss: 1.0237e+00, Data Loss: 1.0237e+00, Physics Loss: 2.3666e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 1.7652e-01, Data Loss: 1.7571e-01, Physics Loss: 8.1349e-04 
Epoch 2000, LR: 1.0000e-02, Loss: 1.8072e-01, Data Loss: 1.7693e-01, Physics Loss: 3.7856e-03 
Epoch 3000, LR: 1.0000e-02, Loss: 1.7057e-01, Data Loss: 1.6921e-01, Physics Loss: 1.3649e-03 
Epoch 4000, LR: 1.0000e-02, Loss: 2.0188e-01, Data Loss: 2.0139e-01, Physics Loss: 4.9101e-04 
Epoch 5000, LR: 1.0000e-02, Loss: 1.8910e-01, Data Loss: 1.8886e-01, Physics Loss: 2.3945e-04 
Epoch 6000, LR: 1.0000e-02, Loss: 1.7628e-01, Data Loss: 1.7268e-01, Physics Loss: 3.6053e-03 
Epoch 7000, LR: 1.0000e-02, Loss: 2.0963e-01, Data Loss: 2.0832e-01, Physics Loss: 1.3172e-03 
Epoch 8000, LR: 1.0000e-03, Loss: 1.7229e-01, Data Loss: 1.6652e-01, Physics Loss: 5.7703e-03 
Epoch 9000, LR: 1.0000e-03, Loss: 1.3842e-01, Data Loss: 1.3541e-01, Physics Loss: 3.0127e-03 
Epoch 10000, LR: 1.0000e-03, Loss: 1.2722e-01, Data Loss: 1.2553e-01, Physics Loss: 1.6905e-03 
Epoch 11000, LR: 1.0000e-03, Loss: 1.3424e-01, Data Loss: 1.2814e-01, Physics Loss: 6.0966e-03 
Epoch 12000, LR: 1.0000e-03, Loss: 1.2345e-01, Data Loss: 1.2143e-01, Physics Loss: 2.0190e-03 
Epoch 13000, LR: 1.0000e-03, Loss: 1.2387e-01, Data Loss: 1.2285e-01, Physics Loss: 1.0250e-03 
Epoch 14000, LR: 1.0000e-03, Loss: 1.2399e-01, Data Loss: 1.2252e-01, Physics Loss: 1.4642e-03 
Epoch 15000, LR: 1.0000e-03, Loss: 1.8984e-01, Data Loss: 1.8886e-01, Physics Loss: 9.8046e-04 
Epoch 16000, LR: 1.0000e-04, Loss: 1.1914e-01, Data Loss: 1.1839e-01, Physics Loss: 7.4221e-04 
Epoch 17000, LR: 1.0000e-04, Loss: 1.1883e-01, Data Loss: 1.1803e-01, Physics Loss: 8.0086e-04 
Epoch 18000, LR: 1.0000e-04, Loss: 1.1846e-01, Data Loss: 1.1762e-01, Physics Loss: 8.3726e-04 
Epoch 19000, LR: 1.0000e-04, Loss: 1.1789e-01, Data Loss: 1.1705e-01, Physics Loss: 8.4124e-04 
Epoch 20000, LR: 1.0000e-04, Loss: 1.1736e-01, Data Loss: 1.1650e-01, Physics Loss: 8.5756e-04 
Epoch 21000, LR: 1.0000e-04, Loss: 1.1681e-01, Data Loss: 1.1605e-01, Physics Loss: 7.6030e-04 
Epoch 22000, LR: 1.0000e-04, Loss: 1.1636e-01, Data Loss: 1.1568e-01, Physics Loss: 6.8604e-04 
Epoch 23000, LR: 1.0000e-04, Loss: 1.1600e-01, Data Loss: 1.1537e-01, Physics Loss: 6.3082e-04 
Epoch 24000, LR: 1.0000e-05, Loss: 1.1580e-01, Data Loss: 1.1511e-01, Physics Loss: 6.9130e-04 
Epoch 25000, LR: 1.0000e-05, Loss: 1.1565e-01, Data Loss: 1.1506e-01, Physics Loss: 5.8278e-04 
Epoch 26000, LR: 1.0000e-05, Loss: 1.1558e-01, Data Loss: 1.1501e-01, Physics Loss: 5.7563e-04 
Epoch 27000, LR: 1.0000e-05, Loss: 1.1549e-01, Data Loss: 1.1493e-01, Physics Loss: 5.6395e-04 
Epoch 28000, LR: 1.0000e-05, Loss: 1.1535e-01, Data Loss: 1.1480e-01, Physics Loss: 5.4516e-04 
Epoch 29000, LR: 1.0000e-05, Loss: 1.1518e-01, Data Loss: 1.1466e-01, Physics Loss: 5.2165e-04 
Epoch 30000, LR: 1.0000e-05, Loss: 1.1502e-01, Data Loss: 1.1452e-01, Physics Loss: 4.9841e-04 
Epoch 31000, LR: 1.0000e-05, Loss: 1.1487e-01, Data Loss: 1.1439e-01, Physics Loss: 4.7551e-04 
Epoch 32000, LR: 1.0000e-06, Loss: 1.1473e-01, Data Loss: 1.1427e-01, Physics Loss: 4.5359e-04 
Epoch 33000, LR: 1.0000e-06, Loss: 1.1471e-01, Data Loss: 1.1426e-01, Physics Loss: 4.5029e-04 
Epoch 34000, LR: 1.0000e-06, Loss: 1.1468e-01, Data Loss: 1.1424e-01, Physics Loss: 4.4611e-04 
Epoch 35000, LR: 1.0000e-06, Loss: 1.1465e-01, Data Loss: 1.1421e-01, Physics Loss: 4.4015e-04 
