Reynolds Number: 41
Epoch 0, LR: 1.0000e-02, Loss: 1.0237e+00, Data Loss: 1.0237e+00, Physics Loss: 2.3666e-05 
Epoch 36000, LR: 1.0000e-06, Loss: 1.1460e-01, Data Loss: 1.1417e-01, Physics Loss: 4.3206e-04 
Epoch 37000, LR: 1.0000e-06, Loss: 1.1454e-01, Data Loss: 1.1412e-01, Physics Loss: 4.2255e-04 
Epoch 38000, LR: 1.0000e-06, Loss: 1.1448e-01, Data Loss: 1.1407e-01, Physics Loss: 4.1354e-04 
Epoch 39000, LR: 1.0000e-06, Loss: 1.1442e-01, Data Loss: 1.1402e-01, Physics Loss: 4.0581e-04 
Epoch 40000, LR: 1.0000e-07, Loss: 1.1436e-01, Data Loss: 1.1397e-01, Physics Loss: 3.9883e-04 
Epoch 41000, LR: 1.0000e-07, Loss: 1.1436e-01, Data Loss: 1.1396e-01, Physics Loss: 3.9811e-04 
Epoch 42000, LR: 1.0000e-07, Loss: 1.1435e-01, Data Loss: 1.1395e-01, Physics Loss: 3.9711e-04 
Epoch 43000, LR: 1.0000e-07, Loss: 1.1434e-01, Data Loss: 1.1394e-01, Physics Loss: 3.9592e-04 
Epoch 44000, LR: 1.0000e-07, Loss: 1.1433e-01, Data Loss: 1.1394e-01, Physics Loss: 3.9465e-04 
Epoch 45000, LR: 1.0000e-07, Loss: 1.1432e-01, Data Loss: 1.1393e-01, Physics Loss: 3.9331e-04 
Epoch 46000, LR: 1.0000e-07, Loss: 1.1431e-01, Data Loss: 1.1392e-01, Physics Loss: 3.9196e-04 
Epoch 47000, LR: 1.0000e-07, Loss: 1.1430e-01, Data Loss: 1.1391e-01, Physics Loss: 3.9071e-04 
Epoch 48000, LR: 1.0000e-08, Loss: 1.1429e-01, Data Loss: 1.1390e-01, Physics Loss: 3.8944e-04 
Epoch 49000, LR: 1.0000e-08, Loss: 1.1429e-01, Data Loss: 1.1390e-01, Physics Loss: 3.8919e-04 
Mean L2 Error: 4.5333e+01 
Relative L2 Error: 7.5667e-01 
