Reynolds Number: 81
Epoch 0, LR: 1.0000e-02, Loss: 9.4640e-01, Data Loss: 9.4638e-01, Physics Loss: 2.3313e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 1.2684e-01, Data Loss: 1.2576e-01, Physics Loss: 1.0743e-03 
Epoch 2000, LR: 1.0000e-02, Loss: 1.3669e-01, Data Loss: 1.3565e-01, Physics Loss: 1.0395e-03 
Epoch 3000, LR: 1.0000e-02, Loss: 1.1536e-01, Data Loss: 1.1001e-01, Physics Loss: 5.3571e-03 
Epoch 4000, LR: 1.0000e-02, Loss: 2.5502e-03, Data Loss: 1.8236e-03, Physics Loss: 7.2657e-04 
Epoch 5000, LR: 1.0000e-02, Loss: 2.3250e-03, Data Loss: 1.4728e-03, Physics Loss: 8.5218e-04 
Epoch 6000, LR: 1.0000e-02, Loss: 2.1670e-03, Data Loss: 9.6094e-04, Physics Loss: 1.2061e-03 
Epoch 7000, LR: 1.0000e-02, Loss: 6.2167e-03, Data Loss: 1.0020e-03, Physics Loss: 5.2147e-03 
Epoch 8000, LR: 1.0000e-03, Loss: 2.8300e-03, Data Loss: 5.5681e-04, Physics Loss: 2.2732e-03 
Epoch 9000, LR: 1.0000e-03, Loss: 4.3146e-04, Data Loss: 3.7373e-04, Physics Loss: 5.7728e-05 
Epoch 10000, LR: 1.0000e-03, Loss: 3.3441e-04, Data Loss: 2.8794e-04, Physics Loss: 4.6468e-05 
Epoch 11000, LR: 1.0000e-03, Loss: 2.3986e-04, Data Loss: 1.9157e-04, Physics Loss: 4.8288e-05 
Epoch 12000, LR: 1.0000e-03, Loss: 1.3742e-04, Data Loss: 1.1258e-04, Physics Loss: 2.4844e-05 
Epoch 13000, LR: 1.0000e-03, Loss: 1.1005e-04, Data Loss: 7.3981e-05, Physics Loss: 3.6073e-05 
Epoch 14000, LR: 1.0000e-03, Loss: 6.9163e-05, Data Loss: 5.3458e-05, Physics Loss: 1.5705e-05 
Epoch 15000, LR: 1.0000e-03, Loss: 8.7635e-05, Data Loss: 4.3477e-05, Physics Loss: 4.4158e-05 
Epoch 16000, LR: 1.0000e-04, Loss: 5.6593e-05, Data Loss: 3.3870e-05, Physics Loss: 2.2723e-05 
Epoch 17000, LR: 1.0000e-04, Loss: 4.2407e-05, Data Loss: 3.2376e-05, Physics Loss: 1.0031e-05 
Epoch 18000, LR: 1.0000e-04, Loss: 4.0670e-05, Data Loss: 3.0978e-05, Physics Loss: 9.6928e-06 
Epoch 19000, LR: 1.0000e-04, Loss: 3.8135e-05, Data Loss: 2.8988e-05, Physics Loss: 9.1465e-06 
Epoch 20000, LR: 1.0000e-04, Loss: 3.4576e-05, Data Loss: 2.6266e-05, Physics Loss: 8.3092e-06 
Epoch 21000, LR: 1.0000e-04, Loss: 3.0262e-05, Data Loss: 2.3074e-05, Physics Loss: 7.1887e-06 
Epoch 22000, LR: 1.0000e-04, Loss: 2.6799e-05, Data Loss: 2.0576e-05, Physics Loss: 6.2226e-06 
Epoch 23000, LR: 1.0000e-04, Loss: 2.4269e-05, Data Loss: 1.8668e-05, Physics Loss: 5.6002e-06 
Epoch 24000, LR: 1.0000e-05, Loss: 2.1962e-05, Data Loss: 1.7155e-05, Physics Loss: 4.8071e-06 
Epoch 25000, LR: 1.0000e-05, Loss: 2.1698e-05, Data Loss: 1.6967e-05, Physics Loss: 4.7312e-06 
Epoch 26000, LR: 1.0000e-05, Loss: 2.1298e-05, Data Loss: 1.6684e-05, Physics Loss: 4.6145e-06 
Epoch 27000, LR: 1.0000e-05, Loss: 2.0681e-05, Data Loss: 1.6246e-05, Physics Loss: 4.4348e-06 
Epoch 28000, LR: 1.0000e-05, Loss: 1.9769e-05, Data Loss: 1.5597e-05, Physics Loss: 4.1718e-06 
Epoch 29000, LR: 1.0000e-05, Loss: 1.8569e-05, Data Loss: 1.4735e-05, Physics Loss: 3.8343e-06 
Epoch 30000, LR: 1.0000e-05, Loss: 1.7465e-05, Data Loss: 1.3929e-05, Physics Loss: 3.5364e-06 
Epoch 31000, LR: 1.0000e-05, Loss: 1.6522e-05, Data Loss: 1.3211e-05, Physics Loss: 3.3111e-06 
Epoch 32000, LR: 1.0000e-06, Loss: 1.5666e-05, Data Loss: 1.2585e-05, Physics Loss: 3.0812e-06 
Epoch 33000, LR: 1.0000e-06, Loss: 1.5566e-05, Data Loss: 1.2509e-05, Physics Loss: 3.0572e-06 
Epoch 34000, LR: 1.0000e-06, Loss: 1.5416e-05, Data Loss: 1.2396e-05, Physics Loss: 3.0208e-06 
Epoch 35000, LR: 1.0000e-06, Loss: 1.5207e-05, Data Loss: 1.2237e-05, Physics Loss: 2.9699e-06 
Epoch 36000, LR: 1.0000e-06, Loss: 1.4929e-05, Data Loss: 1.2025e-05, Physics Loss: 2.9033e-06 
