Reynolds Number: 13
Epoch 0, LR: 1.0000e-02, Loss: 4.8065e+00, Data Loss: 4.8065e+00, Physics Loss: 2.5520e-05 
Epoch 24000, LR: 1.0000e-05, Loss: 4.4292e-01, Data Loss: 4.3811e-01, Physics Loss: 4.8035e-03 
Epoch 25000, LR: 1.0000e-05, Loss: 4.4160e-01, Data Loss: 4.3688e-01, Physics Loss: 4.7248e-03 
Epoch 26000, LR: 1.0000e-05, Loss: 4.3963e-01, Data Loss: 4.3491e-01, Physics Loss: 4.7252e-03 
Epoch 27000, LR: 1.0000e-05, Loss: 4.3655e-01, Data Loss: 4.3180e-01, Physics Loss: 4.7438e-03 
Epoch 28000, LR: 1.0000e-05, Loss: 4.3183e-01, Data Loss: 4.2705e-01, Physics Loss: 4.7797e-03 
Epoch 29000, LR: 1.0000e-05, Loss: 4.2610e-01, Data Loss: 4.2130e-01, Physics Loss: 4.7913e-03 
Epoch 30000, LR: 1.0000e-05, Loss: 4.2039e-01, Data Loss: 4.1575e-01, Physics Loss: 4.6394e-03 
Epoch 31000, LR: 1.0000e-05, Loss: 4.1475e-01, Data Loss: 4.1032e-01, Physics Loss: 4.4348e-03 
Epoch 32000, LR: 1.0000e-06, Loss: 4.0917e-01, Data Loss: 4.0500e-01, Physics Loss: 4.1640e-03 
Epoch 33000, LR: 1.0000e-06, Loss: 4.0852e-01, Data Loss: 4.0438e-01, Physics Loss: 4.1402e-03 
Epoch 34000, LR: 1.0000e-06, Loss: 4.0764e-01, Data Loss: 4.0353e-01, Physics Loss: 4.1088e-03 
Epoch 35000, LR: 1.0000e-06, Loss: 4.0651e-01, Data Loss: 4.0243e-01, Physics Loss: 4.0746e-03 
Epoch 36000, LR: 1.0000e-06, Loss: 4.0513e-01, Data Loss: 4.0109e-01, Physics Loss: 4.0457e-03 
Epoch 37000, LR: 1.0000e-06, Loss: 4.0359e-01, Data Loss: 3.9956e-01, Physics Loss: 4.0325e-03 
Epoch 38000, LR: 1.0000e-06, Loss: 4.0204e-01, Data Loss: 3.9799e-01, Physics Loss: 4.0421e-03 
Epoch 39000, LR: 1.0000e-06, Loss: 4.0051e-01, Data Loss: 3.9644e-01, Physics Loss: 4.0703e-03 
Epoch 40000, LR: 1.0000e-07, Loss: 3.9901e-01, Data Loss: 3.9490e-01, Physics Loss: 4.1139e-03 
Epoch 41000, LR: 1.0000e-07, Loss: 3.9885e-01, Data Loss: 3.9473e-01, Physics Loss: 4.1192e-03 
Epoch 42000, LR: 1.0000e-07, Loss: 3.9867e-01, Data Loss: 3.9455e-01, Physics Loss: 4.1252e-03 
Epoch 43000, LR: 1.0000e-07, Loss: 3.9848e-01, Data Loss: 3.9434e-01, Physics Loss: 4.1323e-03 
Epoch 44000, LR: 1.0000e-07, Loss: 3.9828e-01, Data Loss: 3.9414e-01, Physics Loss: 4.1407e-03 
Epoch 45000, LR: 1.0000e-07, Loss: 3.9807e-01, Data Loss: 3.9392e-01, Physics Loss: 4.1495e-03 
Epoch 46000, LR: 1.0000e-07, Loss: 3.9787e-01, Data Loss: 3.9371e-01, Physics Loss: 4.1591e-03 
Epoch 47000, LR: 1.0000e-07, Loss: 3.9767e-01, Data Loss: 3.9350e-01, Physics Loss: 4.1688e-03 
Epoch 48000, LR: 1.0000e-08, Loss: 3.9746e-01, Data Loss: 3.9329e-01, Physics Loss: 4.1790e-03 
Epoch 49000, LR: 1.0000e-08, Loss: 3.9745e-01, Data Loss: 3.9327e-01, Physics Loss: 4.1812e-03 
Mean L2 Error: 6.1693e+01 
Relative L2 Error: 8.1591e-01 
