Reynolds Number: 13
Epoch 0, LR: 1.0000e-02, Loss: 4.8065e+00, Data Loss: 4.8065e+00, Physics Loss: 2.5520e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 8.7062e-01, Data Loss: 8.6768e-01, Physics Loss: 2.9390e-03 
Epoch 2000, LR: 1.0000e-02, Loss: 8.7824e-01, Data Loss: 8.3615e-01, Physics Loss: 4.2095e-02 
Epoch 3000, LR: 1.0000e-02, Loss: 8.5362e-01, Data Loss: 8.4917e-01, Physics Loss: 4.4573e-03 
Epoch 4000, LR: 1.0000e-02, Loss: 9.1754e-01, Data Loss: 8.8060e-01, Physics Loss: 3.6942e-02 
Epoch 5000, LR: 1.0000e-02, Loss: 8.5353e-01, Data Loss: 8.5146e-01, Physics Loss: 2.0708e-03 
Epoch 6000, LR: 1.0000e-02, Loss: 8.3980e-01, Data Loss: 7.9829e-01, Physics Loss: 4.1509e-02 
Epoch 7000, LR: 1.0000e-02, Loss: 9.4828e-01, Data Loss: 8.6479e-01, Physics Loss: 8.3483e-02 
Epoch 8000, LR: 1.0000e-03, Loss: 1.0446e+00, Data Loss: 1.0232e+00, Physics Loss: 2.1385e-02 
Epoch 9000, LR: 1.0000e-03, Loss: 8.4691e-01, Data Loss: 8.4201e-01, Physics Loss: 4.9000e-03 
Epoch 10000, LR: 1.0000e-03, Loss: 6.0542e-01, Data Loss: 5.9019e-01, Physics Loss: 1.5230e-02 
Epoch 11000, LR: 1.0000e-03, Loss: 5.5875e-01, Data Loss: 5.2858e-01, Physics Loss: 3.0166e-02 
Epoch 12000, LR: 1.0000e-03, Loss: 5.1498e-01, Data Loss: 5.1112e-01, Physics Loss: 3.8550e-03 
Epoch 13000, LR: 1.0000e-03, Loss: 5.2053e-01, Data Loss: 5.1710e-01, Physics Loss: 3.4300e-03 
Epoch 14000, LR: 1.0000e-03, Loss: 5.6822e-01, Data Loss: 4.9886e-01, Physics Loss: 6.9355e-02 
Epoch 15000, LR: 1.0000e-03, Loss: 5.3404e-01, Data Loss: 4.9290e-01, Physics Loss: 4.1149e-02 
Epoch 16000, LR: 1.0000e-04, Loss: 4.8922e-01, Data Loss: 4.8708e-01, Physics Loss: 2.1375e-03 
Epoch 17000, LR: 1.0000e-04, Loss: 4.8753e-01, Data Loss: 4.8528e-01, Physics Loss: 2.2508e-03 
Epoch 18000, LR: 1.0000e-04, Loss: 4.8494e-01, Data Loss: 4.8262e-01, Physics Loss: 2.3269e-03 
Epoch 19000, LR: 1.0000e-04, Loss: 4.8071e-01, Data Loss: 4.7825e-01, Physics Loss: 2.4614e-03 
Epoch 20000, LR: 1.0000e-04, Loss: 4.7407e-01, Data Loss: 4.7116e-01, Physics Loss: 2.9181e-03 
Epoch 21000, LR: 1.0000e-04, Loss: 4.6701e-01, Data Loss: 4.6340e-01, Physics Loss: 3.6123e-03 
Epoch 22000, LR: 1.0000e-04, Loss: 4.5990e-01, Data Loss: 4.5540e-01, Physics Loss: 4.4984e-03 
Epoch 23000, LR: 1.0000e-04, Loss: 4.5184e-01, Data Loss: 4.4710e-01, Physics Loss: 4.7329e-03 
