Reynolds Number: 56
Epoch 0, LR: 1.0000e-02, Loss: 9.6803e-01, Data Loss: 9.6801e-01, Physics Loss: 2.3471e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 1.5647e-01, Data Loss: 1.5512e-01, Physics Loss: 1.3491e-03 
Epoch 2000, LR: 1.0000e-02, Loss: 1.5282e-01, Data Loss: 1.5212e-01, Physics Loss: 7.0204e-04 
Epoch 3000, LR: 1.0000e-02, Loss: 1.4327e-01, Data Loss: 1.4180e-01, Physics Loss: 1.4693e-03 
Epoch 4000, LR: 1.0000e-02, Loss: 1.5174e-01, Data Loss: 1.5077e-01, Physics Loss: 9.6839e-04 
Epoch 5000, LR: 1.0000e-02, Loss: 1.5358e-01, Data Loss: 1.5191e-01, Physics Loss: 1.6726e-03 
Epoch 6000, LR: 1.0000e-02, Loss: 1.4236e-01, Data Loss: 1.3909e-01, Physics Loss: 3.2670e-03 
Epoch 7000, LR: 1.0000e-02, Loss: 1.6805e-01, Data Loss: 1.6784e-01, Physics Loss: 2.0615e-04 
Epoch 8000, LR: 1.0000e-03, Loss: 1.6886e-01, Data Loss: 1.6844e-01, Physics Loss: 4.1696e-04 
Epoch 9000, LR: 1.0000e-03, Loss: 1.6490e-01, Data Loss: 1.6422e-01, Physics Loss: 6.7975e-04 
Epoch 10000, LR: 1.0000e-03, Loss: 1.3707e-01, Data Loss: 1.3483e-01, Physics Loss: 2.2419e-03 
Epoch 11000, LR: 1.0000e-03, Loss: 1.0882e-01, Data Loss: 1.0643e-01, Physics Loss: 2.3976e-03 
Epoch 12000, LR: 1.0000e-03, Loss: 5.4687e-02, Data Loss: 5.0423e-02, Physics Loss: 4.2641e-03 
Epoch 13000, LR: 1.0000e-03, Loss: 4.2973e-02, Data Loss: 4.0001e-02, Physics Loss: 2.9722e-03 
Epoch 14000, LR: 1.0000e-03, Loss: 4.0285e-02, Data Loss: 3.7246e-02, Physics Loss: 3.0387e-03 
Epoch 15000, LR: 1.0000e-03, Loss: 3.5974e-02, Data Loss: 3.3442e-02, Physics Loss: 2.5321e-03 
Epoch 16000, LR: 1.0000e-04, Loss: 3.7372e-02, Data Loss: 2.9680e-02, Physics Loss: 7.6923e-03 
Epoch 17000, LR: 1.0000e-04, Loss: 3.1897e-02, Data Loss: 2.9551e-02, Physics Loss: 2.3459e-03 
Epoch 18000, LR: 1.0000e-04, Loss: 3.1183e-02, Data Loss: 2.8854e-02, Physics Loss: 2.3295e-03 
Epoch 19000, LR: 1.0000e-04, Loss: 2.9957e-02, Data Loss: 2.7674e-02, Physics Loss: 2.2827e-03 
Epoch 20000, LR: 1.0000e-04, Loss: 2.7691e-02, Data Loss: 2.5446e-02, Physics Loss: 2.2451e-03 
Epoch 21000, LR: 1.0000e-04, Loss: 2.5224e-02, Data Loss: 2.2880e-02, Physics Loss: 2.3440e-03 
Epoch 22000, LR: 1.0000e-04, Loss: 2.2992e-02, Data Loss: 2.0749e-02, Physics Loss: 2.2427e-03 
Epoch 23000, LR: 1.0000e-04, Loss: 2.1116e-02, Data Loss: 1.9002e-02, Physics Loss: 2.1141e-03 
Epoch 24000, LR: 1.0000e-05, Loss: 1.9344e-02, Data Loss: 1.7465e-02, Physics Loss: 1.8787e-03 
Epoch 25000, LR: 1.0000e-05, Loss: 1.9120e-02, Data Loss: 1.7255e-02, Physics Loss: 1.8647e-03 
Epoch 26000, LR: 1.0000e-05, Loss: 1.8797e-02, Data Loss: 1.6973e-02, Physics Loss: 1.8242e-03 
Epoch 27000, LR: 1.0000e-05, Loss: 1.8330e-02, Data Loss: 1.6559e-02, Physics Loss: 1.7709e-03 
Epoch 28000, LR: 1.0000e-05, Loss: 1.7699e-02, Data Loss: 1.5986e-02, Physics Loss: 1.7134e-03 
