Reynolds Number: 25
Epoch 0, LR: 1.0000e-02, Loss: 1.3513e+00, Data Loss: 1.3513e+00, Physics Loss: 2.4163e-05 
Epoch 19000, LR: 1.0000e-04, Loss: 1.0232e-04, Data Loss: 7.8072e-05, Physics Loss: 2.4247e-05 
Epoch 20000, LR: 1.0000e-04, Loss: 9.2021e-05, Data Loss: 7.0168e-05, Physics Loss: 2.1852e-05 
Epoch 21000, LR: 1.0000e-04, Loss: 7.9404e-05, Data Loss: 6.0323e-05, Physics Loss: 1.9081e-05 
Epoch 22000, LR: 1.0000e-04, Loss: 6.9227e-05, Data Loss: 5.2299e-05, Physics Loss: 1.6928e-05 
Epoch 23000, LR: 1.0000e-04, Loss: 6.1425e-05, Data Loss: 4.6270e-05, Physics Loss: 1.5155e-05 
Epoch 24000, LR: 1.0000e-05, Loss: 5.4944e-05, Data Loss: 4.1558e-05, Physics Loss: 1.3386e-05 
Epoch 25000, LR: 1.0000e-05, Loss: 5.4058e-05, Data Loss: 4.1008e-05, Physics Loss: 1.3050e-05 
Epoch 26000, LR: 1.0000e-05, Loss: 5.2951e-05, Data Loss: 4.0159e-05, Physics Loss: 1.2792e-05 
Epoch 27000, LR: 1.0000e-05, Loss: 5.1235e-05, Data Loss: 3.8845e-05, Physics Loss: 1.2391e-05 
Epoch 28000, LR: 1.0000e-05, Loss: 4.8678e-05, Data Loss: 3.6886e-05, Physics Loss: 1.1792e-05 
Epoch 29000, LR: 1.0000e-05, Loss: 4.5208e-05, Data Loss: 3.4233e-05, Physics Loss: 1.0975e-05 
Epoch 30000, LR: 1.0000e-05, Loss: 4.1937e-05, Data Loss: 3.1733e-05, Physics Loss: 1.0204e-05 
Epoch 31000, LR: 1.0000e-05, Loss: 3.9069e-05, Data Loss: 2.9540e-05, Physics Loss: 9.5289e-06 
Epoch 32000, LR: 1.0000e-06, Loss: 3.6540e-05, Data Loss: 2.7599e-05, Physics Loss: 8.9408e-06 
Epoch 33000, LR: 1.0000e-06, Loss: 3.6240e-05, Data Loss: 2.7375e-05, Physics Loss: 8.8651e-06 
Epoch 34000, LR: 1.0000e-06, Loss: 3.5793e-05, Data Loss: 2.7034e-05, Physics Loss: 8.7599e-06 
Epoch 35000, LR: 1.0000e-06, Loss: 3.5154e-05, Data Loss: 2.6546e-05, Physics Loss: 8.6076e-06 
Epoch 36000, LR: 1.0000e-06, Loss: 3.4294e-05, Data Loss: 2.5894e-05, Physics Loss: 8.4005e-06 
Epoch 37000, LR: 1.0000e-06, Loss: 3.3232e-05, Data Loss: 2.5087e-05, Physics Loss: 8.1443e-06 
Epoch 38000, LR: 1.0000e-06, Loss: 3.2149e-05, Data Loss: 2.4264e-05, Physics Loss: 7.8849e-06 
Epoch 39000, LR: 1.0000e-06, Loss: 3.1126e-05, Data Loss: 2.3484e-05, Physics Loss: 7.6418e-06 
Epoch 40000, LR: 1.0000e-07, Loss: 3.0152e-05, Data Loss: 2.2741e-05, Physics Loss: 7.4106e-06 
Epoch 41000, LR: 1.0000e-07, Loss: 3.0045e-05, Data Loss: 2.2660e-05, Physics Loss: 7.3852e-06 
Epoch 42000, LR: 1.0000e-07, Loss: 2.9917e-05, Data Loss: 2.2561e-05, Physics Loss: 7.3560e-06 
Epoch 43000, LR: 1.0000e-07, Loss: 2.9773e-05, Data Loss: 2.2449e-05, Physics Loss: 7.3231e-06 
Epoch 44000, LR: 1.0000e-07, Loss: 2.9617e-05, Data Loss: 2.2329e-05, Physics Loss: 7.2879e-06 
Epoch 45000, LR: 1.0000e-07, Loss: 2.9456e-05, Data Loss: 2.2205e-05, Physics Loss: 7.2515e-06 
Epoch 46000, LR: 1.0000e-07, Loss: 2.9294e-05, Data Loss: 2.2079e-05, Physics Loss: 7.2149e-06 
Epoch 47000, LR: 1.0000e-07, Loss: 2.9133e-05, Data Loss: 2.1955e-05, Physics Loss: 7.1784e-06 
Epoch 48000, LR: 1.0000e-08, Loss: 2.8973e-05, Data Loss: 2.1831e-05, Physics Loss: 7.1421e-06 
Epoch 49000, LR: 1.0000e-08, Loss: 2.8963e-05, Data Loss: 2.1823e-05, Physics Loss: 7.1408e-06 
Mean L2 Error: 3.6559e+00 
Relative L2 Error: 5.9721e-02 
