Reynolds Number: 86
Epoch 0, LR: 1.0000e-02, Loss: 9.4512e-01, Data Loss: 9.4509e-01, Physics Loss: 2.3293e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 1.3093e-01, Data Loss: 1.2893e-01, Physics Loss: 1.9988e-03 
Epoch 2000, LR: 1.0000e-02, Loss: 1.5153e-01, Data Loss: 1.5055e-01, Physics Loss: 9.7221e-04 
Epoch 3000, LR: 1.0000e-02, Loss: 1.5351e-01, Data Loss: 1.5333e-01, Physics Loss: 1.7362e-04 
Epoch 4000, LR: 1.0000e-02, Loss: 1.5130e-01, Data Loss: 1.5057e-01, Physics Loss: 7.3638e-04 
Epoch 5000, LR: 1.0000e-02, Loss: 6.1691e-02, Data Loss: 6.0787e-02, Physics Loss: 9.0398e-04 
Epoch 6000, LR: 1.0000e-02, Loss: 3.1801e-03, Data Loss: 1.8508e-03, Physics Loss: 1.3293e-03 
Epoch 7000, LR: 1.0000e-02, Loss: 2.1058e-03, Data Loss: 1.7166e-03, Physics Loss: 3.8916e-04 
Epoch 8000, LR: 1.0000e-03, Loss: 2.6886e-03, Data Loss: 1.9010e-03, Physics Loss: 7.8759e-04 
Epoch 9000, LR: 1.0000e-03, Loss: 1.6036e-03, Data Loss: 1.5211e-03, Physics Loss: 8.2505e-05 
Epoch 10000, LR: 1.0000e-03, Loss: 1.5652e-03, Data Loss: 1.4903e-03, Physics Loss: 7.4869e-05 
Epoch 11000, LR: 1.0000e-03, Loss: 1.5084e-03, Data Loss: 1.4359e-03, Physics Loss: 7.2490e-05 
Epoch 12000, LR: 1.0000e-03, Loss: 1.0984e-03, Data Loss: 9.4672e-04, Physics Loss: 1.5164e-04 
Epoch 13000, LR: 1.0000e-03, Loss: 7.8004e-04, Data Loss: 7.2215e-04, Physics Loss: 5.7885e-05 
Epoch 14000, LR: 1.0000e-03, Loss: 4.3364e-04, Data Loss: 3.5159e-04, Physics Loss: 8.2052e-05 
Epoch 15000, LR: 1.0000e-03, Loss: 2.3400e-04, Data Loss: 1.8517e-04, Physics Loss: 4.8834e-05 
Epoch 16000, LR: 1.0000e-04, Loss: 1.3536e-04, Data Loss: 1.1064e-04, Physics Loss: 2.4717e-05 
Epoch 17000, LR: 1.0000e-04, Loss: 1.2785e-04, Data Loss: 1.0389e-04, Physics Loss: 2.3960e-05 
Epoch 18000, LR: 1.0000e-04, Loss: 1.1683e-04, Data Loss: 9.4195e-05, Physics Loss: 2.2636e-05 
Epoch 19000, LR: 1.0000e-04, Loss: 1.0158e-04, Data Loss: 8.1070e-05, Physics Loss: 2.0514e-05 
Epoch 20000, LR: 1.0000e-04, Loss: 8.2708e-05, Data Loss: 6.5198e-05, Physics Loss: 1.7510e-05 
Epoch 21000, LR: 1.0000e-04, Loss: 6.5844e-05, Data Loss: 5.1738e-05, Physics Loss: 1.4105e-05 
Epoch 22000, LR: 1.0000e-04, Loss: 5.5597e-05, Data Loss: 4.3849e-05, Physics Loss: 1.1748e-05 
Epoch 23000, LR: 1.0000e-04, Loss: 4.9137e-05, Data Loss: 3.8799e-05, Physics Loss: 1.0337e-05 
Epoch 24000, LR: 1.0000e-05, Loss: 4.4240e-05, Data Loss: 3.5281e-05, Physics Loss: 8.9588e-06 
