Reynolds Number: 46
Epoch 0, LR: 1.0000e-02, Loss: 9.9677e-01, Data Loss: 9.9675e-01, Physics Loss: 2.3586e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 1.7330e-01, Data Loss: 1.7236e-01, Physics Loss: 9.4224e-04 
Epoch 2000, LR: 1.0000e-02, Loss: 1.6954e-01, Data Loss: 1.6886e-01, Physics Loss: 6.8001e-04 
Epoch 3000, LR: 1.0000e-02, Loss: 1.6946e-01, Data Loss: 1.6011e-01, Physics Loss: 9.3469e-03 
Epoch 4000, LR: 1.0000e-02, Loss: 1.5323e-01, Data Loss: 1.2584e-01, Physics Loss: 2.7384e-02 
Epoch 5000, LR: 1.0000e-02, Loss: 7.3292e-02, Data Loss: 6.9805e-02, Physics Loss: 3.4867e-03 
Epoch 6000, LR: 1.0000e-02, Loss: 3.0859e-02, Data Loss: 2.2389e-02, Physics Loss: 8.4702e-03 
Epoch 7000, LR: 1.0000e-02, Loss: 4.6669e-03, Data Loss: 3.4687e-03, Physics Loss: 1.1982e-03 
Epoch 8000, LR: 1.0000e-03, Loss: 3.4771e-03, Data Loss: 2.5846e-03, Physics Loss: 8.9250e-04 
Epoch 9000, LR: 1.0000e-03, Loss: 2.3556e-03, Data Loss: 1.9987e-03, Physics Loss: 3.5686e-04 
Epoch 10000, LR: 1.0000e-03, Loss: 1.4862e-03, Data Loss: 1.1971e-03, Physics Loss: 2.8914e-04 
Epoch 11000, LR: 1.0000e-03, Loss: 7.0415e-04, Data Loss: 5.4806e-04, Physics Loss: 1.5609e-04 
Epoch 12000, LR: 1.0000e-03, Loss: 4.5467e-04, Data Loss: 3.5353e-04, Physics Loss: 1.0114e-04 
Epoch 13000, LR: 1.0000e-03, Loss: 4.0711e-04, Data Loss: 2.6768e-04, Physics Loss: 1.3943e-04 
Epoch 14000, LR: 1.0000e-03, Loss: 5.5205e-04, Data Loss: 2.1872e-04, Physics Loss: 3.3333e-04 
Epoch 15000, LR: 1.0000e-03, Loss: 2.6220e-04, Data Loss: 1.8245e-04, Physics Loss: 7.9753e-05 
Epoch 16000, LR: 1.0000e-04, Loss: 2.0339e-04, Data Loss: 1.5510e-04, Physics Loss: 4.8290e-05 
Epoch 17000, LR: 1.0000e-04, Loss: 1.9882e-04, Data Loss: 1.5186e-04, Physics Loss: 4.6956e-05 
Epoch 18000, LR: 1.0000e-04, Loss: 1.9285e-04, Data Loss: 1.4713e-04, Physics Loss: 4.5713e-05 
Epoch 19000, LR: 1.0000e-04, Loss: 1.8381e-04, Data Loss: 1.4010e-04, Physics Loss: 4.3709e-05 
Epoch 20000, LR: 1.0000e-04, Loss: 1.7064e-04, Data Loss: 1.2989e-04, Physics Loss: 4.0753e-05 
Epoch 21000, LR: 1.0000e-04, Loss: 1.5387e-04, Data Loss: 1.1685e-04, Physics Loss: 3.7013e-05 
Epoch 22000, LR: 1.0000e-04, Loss: 1.3938e-04, Data Loss: 1.0568e-04, Physics Loss: 3.3697e-05 
Epoch 23000, LR: 1.0000e-04, Loss: 1.3035e-04, Data Loss: 9.6560e-05, Physics Loss: 3.3790e-05 
Epoch 24000, LR: 1.0000e-05, Loss: 1.1790e-04, Data Loss: 8.9309e-05, Physics Loss: 2.8593e-05 
Epoch 25000, LR: 1.0000e-05, Loss: 1.1680e-04, Data Loss: 8.8471e-05, Physics Loss: 2.8326e-05 
Epoch 26000, LR: 1.0000e-05, Loss: 1.1507e-04, Data Loss: 8.7147e-05, Physics Loss: 2.7928e-05 
Epoch 27000, LR: 1.0000e-05, Loss: 1.1244e-04, Data Loss: 8.5111e-05, Physics Loss: 2.7329e-05 
Epoch 28000, LR: 1.0000e-05, Loss: 1.0855e-04, Data Loss: 8.2100e-05, Physics Loss: 2.6452e-05 
Epoch 29000, LR: 1.0000e-05, Loss: 1.0335e-04, Data Loss: 7.8093e-05, Physics Loss: 2.5258e-05 
Epoch 30000, LR: 1.0000e-05, Loss: 9.8461e-05, Data Loss: 7.4374e-05, Physics Loss: 2.4087e-05 
