Reynolds Number: 75
Epoch 0, LR: 1.0000e-02, Loss: 9.4873e-01, Data Loss: 9.4871e-01, Physics Loss: 2.3341e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 1.7588e-01, Data Loss: 1.7513e-01, Physics Loss: 7.4466e-04 
Epoch 2000, LR: 1.0000e-02, Loss: 1.3639e-01, Data Loss: 1.3587e-01, Physics Loss: 5.2540e-04 
Epoch 3000, LR: 1.0000e-02, Loss: 1.3422e-01, Data Loss: 1.3256e-01, Physics Loss: 1.6574e-03 
Epoch 4000, LR: 1.0000e-02, Loss: 1.4056e-01, Data Loss: 1.3999e-01, Physics Loss: 5.7183e-04 
Epoch 5000, LR: 1.0000e-02, Loss: 1.5627e-01, Data Loss: 1.5605e-01, Physics Loss: 2.1780e-04 
Epoch 6000, LR: 1.0000e-02, Loss: 1.4086e-01, Data Loss: 1.3920e-01, Physics Loss: 1.6638e-03 
Epoch 7000, LR: 1.0000e-02, Loss: 1.3939e-01, Data Loss: 1.3838e-01, Physics Loss: 1.0119e-03 
Epoch 8000, LR: 1.0000e-03, Loss: 1.3561e-01, Data Loss: 1.3306e-01, Physics Loss: 2.5514e-03 
Epoch 9000, LR: 1.0000e-03, Loss: 1.2556e-01, Data Loss: 1.2247e-01, Physics Loss: 3.0911e-03 
Epoch 10000, LR: 1.0000e-03, Loss: 1.1514e-01, Data Loss: 1.1319e-01, Physics Loss: 1.9466e-03 
Epoch 11000, LR: 1.0000e-03, Loss: 1.0644e-01, Data Loss: 1.0548e-01, Physics Loss: 9.6244e-04 
Epoch 12000, LR: 1.0000e-03, Loss: 1.0493e-01, Data Loss: 1.0356e-01, Physics Loss: 1.3698e-03 
Epoch 13000, LR: 1.0000e-03, Loss: 1.5206e-01, Data Loss: 1.5138e-01, Physics Loss: 6.8559e-04 
Epoch 14000, LR: 1.0000e-03, Loss: 1.0623e-01, Data Loss: 1.0467e-01, Physics Loss: 1.5614e-03 
Epoch 15000, LR: 1.0000e-03, Loss: 1.3458e-01, Data Loss: 1.2887e-01, Physics Loss: 5.7166e-03 
Epoch 16000, LR: 1.0000e-04, Loss: 1.3411e-01, Data Loss: 1.3171e-01, Physics Loss: 2.4000e-03 
Epoch 17000, LR: 1.0000e-04, Loss: 1.2157e-01, Data Loss: 1.1843e-01, Physics Loss: 3.1407e-03 
Epoch 18000, LR: 1.0000e-04, Loss: 1.0475e-01, Data Loss: 1.0357e-01, Physics Loss: 1.1763e-03 
Epoch 19000, LR: 1.0000e-04, Loss: 1.0330e-01, Data Loss: 1.0251e-01, Physics Loss: 7.9009e-04 
Epoch 20000, LR: 1.0000e-04, Loss: 1.0196e-01, Data Loss: 1.0103e-01, Physics Loss: 9.3496e-04 
Epoch 21000, LR: 1.0000e-04, Loss: 9.2878e-02, Data Loss: 9.1076e-02, Physics Loss: 1.8018e-03 
Epoch 22000, LR: 1.0000e-04, Loss: 8.9851e-02, Data Loss: 8.8119e-02, Physics Loss: 1.7315e-03 
Epoch 23000, LR: 1.0000e-04, Loss: 8.8200e-02, Data Loss: 8.6357e-02, Physics Loss: 1.8431e-03 
Epoch 24000, LR: 1.0000e-05, Loss: 8.6915e-02, Data Loss: 8.5047e-02, Physics Loss: 1.8679e-03 
Epoch 25000, LR: 1.0000e-05, Loss: 8.6783e-02, Data Loss: 8.4913e-02, Physics Loss: 1.8698e-03 
Epoch 26000, LR: 1.0000e-05, Loss: 8.6598e-02, Data Loss: 8.4713e-02, Physics Loss: 1.8853e-03 
Epoch 27000, LR: 1.0000e-05, Loss: 8.6351e-02, Data Loss: 8.4450e-02, Physics Loss: 1.9014e-03 
Epoch 28000, LR: 1.0000e-05, Loss: 8.6028e-02, Data Loss: 8.4112e-02, Physics Loss: 1.9157e-03 
Epoch 29000, LR: 1.0000e-05, Loss: 8.5666e-02, Data Loss: 8.3735e-02, Physics Loss: 1.9309e-03 
Epoch 30000, LR: 1.0000e-05, Loss: 8.5321e-02, Data Loss: 8.3384e-02, Physics Loss: 1.9367e-03 
Epoch 31000, LR: 1.0000e-05, Loss: 8.5001e-02, Data Loss: 8.3055e-02, Physics Loss: 1.9458e-03 
Epoch 32000, LR: 1.0000e-06, Loss: 8.4698e-02, Data Loss: 8.2747e-02, Physics Loss: 1.9511e-03 
Epoch 33000, LR: 1.0000e-06, Loss: 8.4665e-02, Data Loss: 8.2713e-02, Physics Loss: 1.9521e-03 
Epoch 34000, LR: 1.0000e-06, Loss: 8.4621e-02, Data Loss: 8.2669e-02, Physics Loss: 1.9523e-03 
Epoch 35000, LR: 1.0000e-06, Loss: 8.4565e-02, Data Loss: 8.2613e-02, Physics Loss: 1.9518e-03 
Epoch 36000, LR: 1.0000e-06, Loss: 8.4496e-02, Data Loss: 8.2546e-02, Physics Loss: 1.9498e-03 
Epoch 37000, LR: 1.0000e-06, Loss: 8.4417e-02, Data Loss: 8.2471e-02, Physics Loss: 1.9465e-03 
Epoch 38000, LR: 1.0000e-06, Loss: 8.4338e-02, Data Loss: 8.2394e-02, Physics Loss: 1.9439e-03 
Epoch 39000, LR: 1.0000e-06, Loss: 8.4261e-02, Data Loss: 8.2319e-02, Physics Loss: 1.9420e-03 
