Reynolds Number: 34
Epoch 0, LR: 1.0000e-02, Loss: 1.0940e+00, Data Loss: 1.0940e+00, Physics Loss: 2.3821e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 2.3440e-01, Data Loss: 2.2869e-01, Physics Loss: 5.7130e-03 
Epoch 2000, LR: 1.0000e-02, Loss: 2.1311e-01, Data Loss: 2.0839e-01, Physics Loss: 4.7202e-03 
Epoch 3000, LR: 1.0000e-02, Loss: 2.2751e-01, Data Loss: 2.2694e-01, Physics Loss: 5.6739e-04 
Epoch 4000, LR: 1.0000e-02, Loss: 2.0662e-01, Data Loss: 2.0370e-01, Physics Loss: 2.9148e-03 
Epoch 5000, LR: 1.0000e-02, Loss: 2.0576e-01, Data Loss: 1.9950e-01, Physics Loss: 6.2548e-03 
Epoch 6000, LR: 1.0000e-02, Loss: 2.2803e-01, Data Loss: 2.2720e-01, Physics Loss: 8.3522e-04 
Epoch 7000, LR: 1.0000e-02, Loss: 2.3202e-01, Data Loss: 2.3152e-01, Physics Loss: 4.9782e-04 
Epoch 8000, LR: 1.0000e-03, Loss: 2.3724e-01, Data Loss: 2.3623e-01, Physics Loss: 1.0112e-03 
Epoch 9000, LR: 1.0000e-03, Loss: 2.2513e-01, Data Loss: 2.2467e-01, Physics Loss: 4.6923e-04 
Epoch 10000, LR: 1.0000e-03, Loss: 2.0402e-01, Data Loss: 2.0255e-01, Physics Loss: 1.4763e-03 
Epoch 11000, LR: 1.0000e-03, Loss: 2.6864e-01, Data Loss: 2.6275e-01, Physics Loss: 5.8869e-03 
Epoch 12000, LR: 1.0000e-03, Loss: 2.0078e-01, Data Loss: 1.9820e-01, Physics Loss: 2.5874e-03 
Epoch 13000, LR: 1.0000e-03, Loss: 1.8767e-01, Data Loss: 1.8268e-01, Physics Loss: 4.9901e-03 
Epoch 14000, LR: 1.0000e-03, Loss: 1.4520e-01, Data Loss: 1.3927e-01, Physics Loss: 5.9371e-03 
Epoch 15000, LR: 1.0000e-03, Loss: 1.0677e-01, Data Loss: 1.0206e-01, Physics Loss: 4.7093e-03 
Epoch 16000, LR: 1.0000e-04, Loss: 9.0961e-02, Data Loss: 8.6591e-02, Physics Loss: 4.3697e-03 
Epoch 17000, LR: 1.0000e-04, Loss: 8.8535e-02, Data Loss: 8.4954e-02, Physics Loss: 3.5810e-03 
Epoch 18000, LR: 1.0000e-04, Loss: 8.5636e-02, Data Loss: 8.2700e-02, Physics Loss: 2.9353e-03 
Epoch 19000, LR: 1.0000e-04, Loss: 8.2882e-02, Data Loss: 8.0193e-02, Physics Loss: 2.6887e-03 
Epoch 20000, LR: 1.0000e-04, Loss: 8.0090e-02, Data Loss: 7.7575e-02, Physics Loss: 2.5152e-03 
Epoch 21000, LR: 1.0000e-04, Loss: 7.7571e-02, Data Loss: 7.5316e-02, Physics Loss: 2.2557e-03 
Epoch 22000, LR: 1.0000e-04, Loss: 7.5279e-02, Data Loss: 7.3138e-02, Physics Loss: 2.1409e-03 
Epoch 23000, LR: 1.0000e-04, Loss: 7.2880e-02, Data Loss: 7.0634e-02, Physics Loss: 2.2455e-03 
Epoch 24000, LR: 1.0000e-05, Loss: 6.9712e-02, Data Loss: 6.7137e-02, Physics Loss: 2.5759e-03 
Epoch 25000, LR: 1.0000e-05, Loss: 6.9199e-02, Data Loss: 6.6561e-02, Physics Loss: 2.6375e-03 
Epoch 26000, LR: 1.0000e-05, Loss: 6.8423e-02, Data Loss: 6.5694e-02, Physics Loss: 2.7298e-03 
Epoch 27000, LR: 1.0000e-05, Loss: 6.7289e-02, Data Loss: 6.4430e-02, Physics Loss: 2.8592e-03 
Epoch 28000, LR: 1.0000e-05, Loss: 6.5727e-02, Data Loss: 6.2686e-02, Physics Loss: 3.0410e-03 
Epoch 29000, LR: 1.0000e-05, Loss: 6.3751e-02, Data Loss: 6.0441e-02, Physics Loss: 3.3092e-03 
Epoch 30000, LR: 1.0000e-05, Loss: 6.1556e-02, Data Loss: 5.7900e-02, Physics Loss: 3.6561e-03 
Epoch 31000, LR: 1.0000e-05, Loss: 5.9257e-02, Data Loss: 5.5162e-02, Physics Loss: 4.0953e-03 
Epoch 32000, LR: 1.0000e-06, Loss: 5.6901e-02, Data Loss: 5.2303e-02, Physics Loss: 4.5980e-03 
Epoch 33000, LR: 1.0000e-06, Loss: 5.6657e-02, Data Loss: 5.2004e-02, Physics Loss: 4.6527e-03 
Epoch 34000, LR: 1.0000e-06, Loss: 5.6400e-02, Data Loss: 5.1692e-02, Physics Loss: 4.7078e-03 
Epoch 35000, LR: 1.0000e-06, Loss: 5.6134e-02, Data Loss: 5.1375e-02, Physics Loss: 4.7584e-03 
Epoch 36000, LR: 1.0000e-06, Loss: 5.5861e-02, Data Loss: 5.1057e-02, Physics Loss: 4.8048e-03 
Epoch 37000, LR: 1.0000e-06, Loss: 5.5586e-02, Data Loss: 5.0737e-02, Physics Loss: 4.8487e-03 
Epoch 38000, LR: 1.0000e-06, Loss: 5.5309e-02, Data Loss: 5.0416e-02, Physics Loss: 4.8925e-03 
Epoch 39000, LR: 1.0000e-06, Loss: 5.5031e-02, Data Loss: 5.0095e-02, Physics Loss: 4.9365e-03 
Epoch 40000, LR: 1.0000e-07, Loss: 5.4753e-02, Data Loss: 4.9772e-02, Physics Loss: 4.9809e-03 
Epoch 41000, LR: 1.0000e-07, Loss: 5.4725e-02, Data Loss: 4.9739e-02, Physics Loss: 4.9856e-03 
Epoch 42000, LR: 1.0000e-07, Loss: 5.4696e-02, Data Loss: 4.9705e-02, Physics Loss: 4.9906e-03 
Epoch 43000, LR: 1.0000e-07, Loss: 5.4667e-02, Data Loss: 4.9672e-02, Physics Loss: 4.9956e-03 
Epoch 44000, LR: 1.0000e-07, Loss: 5.4638e-02, Data Loss: 4.9638e-02, Physics Loss: 5.0006e-03 
Epoch 45000, LR: 1.0000e-07, Loss: 5.4610e-02, Data Loss: 4.9604e-02, Physics Loss: 5.0052e-03 
Epoch 46000, LR: 1.0000e-07, Loss: 5.4581e-02, Data Loss: 4.9571e-02, Physics Loss: 5.0099e-03 
Epoch 47000, LR: 1.0000e-07, Loss: 5.4552e-02, Data Loss: 4.9538e-02, Physics Loss: 5.0143e-03 
Epoch 48000, LR: 1.0000e-08, Loss: 5.4523e-02, Data Loss: 4.9505e-02, Physics Loss: 5.0188e-03 
Epoch 49000, LR: 1.0000e-08, Loss: 5.4522e-02, Data Loss: 4.9504e-02, Physics Loss: 5.0189e-03 
Mean L2 Error: 2.6216e+01 
Relative L2 Error: 4.3554e-01 
