Reynolds Number: 80
Epoch 0, LR: 1.0000e-02, Loss: 9.4672e-01, Data Loss: 9.4670e-01, Physics Loss: 2.3317e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 1.4220e-01, Data Loss: 1.4189e-01, Physics Loss: 3.0811e-04 
Epoch 2000, LR: 1.0000e-02, Loss: 1.8143e-01, Data Loss: 1.8143e-01, Physics Loss: 8.2857e-07 
Epoch 3000, LR: 1.0000e-02, Loss: 1.4136e-01, Data Loss: 1.3991e-01, Physics Loss: 1.4531e-03 
Epoch 4000, LR: 1.0000e-02, Loss: 1.4251e-01, Data Loss: 1.4143e-01, Physics Loss: 1.0782e-03 
Epoch 5000, LR: 1.0000e-02, Loss: 1.2596e-01, Data Loss: 1.2440e-01, Physics Loss: 1.5615e-03 
Epoch 6000, LR: 1.0000e-02, Loss: 5.1496e-02, Data Loss: 2.4353e-02, Physics Loss: 2.7143e-02 
Epoch 7000, LR: 1.0000e-02, Loss: 1.8366e-02, Data Loss: 3.5133e-03, Physics Loss: 1.4853e-02 
Epoch 8000, LR: 1.0000e-03, Loss: 6.8461e-03, Data Loss: 1.6261e-03, Physics Loss: 5.2200e-03 
Epoch 9000, LR: 1.0000e-03, Loss: 9.3092e-04, Data Loss: 7.9476e-04, Physics Loss: 1.3615e-04 
Epoch 10000, LR: 1.0000e-03, Loss: 6.5273e-04, Data Loss: 5.4999e-04, Physics Loss: 1.0274e-04 
Epoch 11000, LR: 1.0000e-03, Loss: 4.3842e-04, Data Loss: 3.6634e-04, Physics Loss: 7.2082e-05 
Epoch 12000, LR: 1.0000e-03, Loss: 5.3040e-04, Data Loss: 2.6290e-04, Physics Loss: 2.6750e-04 
Epoch 13000, LR: 1.0000e-03, Loss: 9.5605e-04, Data Loss: 2.4821e-04, Physics Loss: 7.0783e-04 
Epoch 14000, LR: 1.0000e-03, Loss: 2.3681e-04, Data Loss: 1.7314e-04, Physics Loss: 6.3662e-05 
Epoch 15000, LR: 1.0000e-03, Loss: 1.5342e-04, Data Loss: 1.2918e-04, Physics Loss: 2.4238e-05 
Epoch 16000, LR: 1.0000e-04, Loss: 3.2926e-04, Data Loss: 1.4177e-04, Physics Loss: 1.8749e-04 
Epoch 17000, LR: 1.0000e-04, Loss: 1.1871e-04, Data Loss: 9.9361e-05, Physics Loss: 1.9354e-05 
Epoch 18000, LR: 1.0000e-04, Loss: 1.1361e-04, Data Loss: 9.4890e-05, Physics Loss: 1.8721e-05 
Epoch 19000, LR: 1.0000e-04, Loss: 1.0621e-04, Data Loss: 8.8423e-05, Physics Loss: 1.7788e-05 
Epoch 20000, LR: 1.0000e-04, Loss: 9.6268e-05, Data Loss: 7.9782e-05, Physics Loss: 1.6487e-05 
Epoch 21000, LR: 1.0000e-04, Loss: 8.5207e-05, Data Loss: 7.0333e-05, Physics Loss: 1.4874e-05 
Epoch 22000, LR: 1.0000e-04, Loss: 7.7185e-05, Data Loss: 6.3331e-05, Physics Loss: 1.3854e-05 
Epoch 23000, LR: 1.0000e-04, Loss: 7.0798e-05, Data Loss: 5.8039e-05, Physics Loss: 1.2759e-05 
Epoch 24000, LR: 1.0000e-05, Loss: 6.6436e-05, Data Loss: 5.3951e-05, Physics Loss: 1.2485e-05 
Epoch 25000, LR: 1.0000e-05, Loss: 6.5145e-05, Data Loss: 5.3472e-05, Physics Loss: 1.1673e-05 
Epoch 26000, LR: 1.0000e-05, Loss: 6.4234e-05, Data Loss: 5.2717e-05, Physics Loss: 1.1517e-05 
Epoch 27000, LR: 1.0000e-05, Loss: 6.2816e-05, Data Loss: 5.1548e-05, Physics Loss: 1.1268e-05 
Epoch 28000, LR: 1.0000e-05, Loss: 6.0681e-05, Data Loss: 4.9798e-05, Physics Loss: 1.0883e-05 
Epoch 29000, LR: 1.0000e-05, Loss: 5.7733e-05, Data Loss: 4.7382e-05, Physics Loss: 1.0351e-05 
Epoch 30000, LR: 1.0000e-05, Loss: 5.4810e-05, Data Loss: 4.5022e-05, Physics Loss: 9.7885e-06 
Epoch 31000, LR: 1.0000e-05, Loss: 5.2149e-05, Data Loss: 4.2872e-05, Physics Loss: 9.2772e-06 
Epoch 32000, LR: 1.0000e-06, Loss: 4.9672e-05, Data Loss: 4.0849e-05, Physics Loss: 8.8228e-06 
Epoch 33000, LR: 1.0000e-06, Loss: 4.9368e-05, Data Loss: 4.0603e-05, Physics Loss: 8.7649e-06 
Epoch 34000, LR: 1.0000e-06, Loss: 4.8924e-05, Data Loss: 4.0244e-05, Physics Loss: 8.6792e-06 
Epoch 35000, LR: 1.0000e-06, Loss: 4.8306e-05, Data Loss: 3.9746e-05, Physics Loss: 8.5595e-06 
Epoch 36000, LR: 1.0000e-06, Loss: 4.7506e-05, Data Loss: 3.9103e-05, Physics Loss: 8.4035e-06 
Epoch 37000, LR: 1.0000e-06, Loss: 4.6549e-05, Data Loss: 3.8333e-05, Physics Loss: 8.2152e-06 
Epoch 38000, LR: 1.0000e-06, Loss: 4.5575e-05, Data Loss: 3.7553e-05, Physics Loss: 8.0219e-06 
Epoch 39000, LR: 1.0000e-06, Loss: 4.4634e-05, Data Loss: 3.6799e-05, Physics Loss: 7.8355e-06 
Epoch 40000, LR: 1.0000e-07, Loss: 4.3722e-05, Data Loss: 3.6067e-05, Physics Loss: 7.6549e-06 
Epoch 41000, LR: 1.0000e-07, Loss: 4.3622e-05, Data Loss: 3.5986e-05, Physics Loss: 7.6361e-06 
Epoch 42000, LR: 1.0000e-07, Loss: 4.3505e-05, Data Loss: 3.5892e-05, Physics Loss: 7.6129e-06 
Epoch 43000, LR: 1.0000e-07, Loss: 4.3379e-05, Data Loss: 3.5791e-05, Physics Loss: 7.5879e-06 
Epoch 44000, LR: 1.0000e-07, Loss: 4.3246e-05, Data Loss: 3.5683e-05, Physics Loss: 7.5622e-06 
Epoch 45000, LR: 1.0000e-07, Loss: 4.3108e-05, Data Loss: 3.5574e-05, Physics Loss: 7.5337e-06 
Epoch 46000, LR: 1.0000e-07, Loss: 4.2970e-05, Data Loss: 3.5465e-05, Physics Loss: 7.5052e-06 
Epoch 47000, LR: 1.0000e-07, Loss: 4.2833e-05, Data Loss: 3.5356e-05, Physics Loss: 7.4770e-06 
Epoch 48000, LR: 1.0000e-08, Loss: 4.2697e-05, Data Loss: 3.5247e-05, Physics Loss: 7.4495e-06 
Epoch 49000, LR: 1.0000e-08, Loss: 4.2689e-05, Data Loss: 3.5241e-05, Physics Loss: 7.4487e-06 
Mean L2 Error: 1.3596e+00 
Relative L2 Error: 2.2710e-02 
