Reynolds Number: 92
Epoch 0, LR: 1.0000e-02, Loss: 9.4414e-01, Data Loss: 9.4411e-01, Physics Loss: 2.3272e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 1.3645e-01, Data Loss: 1.3244e-01, Physics Loss: 4.0082e-03 
Epoch 2000, LR: 1.0000e-02, Loss: 1.3654e-01, Data Loss: 1.3509e-01, Physics Loss: 1.4489e-03 
Epoch 3000, LR: 1.0000e-02, Loss: 1.1173e-01, Data Loss: 1.1005e-01, Physics Loss: 1.6848e-03 
Epoch 4000, LR: 1.0000e-02, Loss: 4.2470e-02, Data Loss: 2.1847e-02, Physics Loss: 2.0623e-02 
Epoch 5000, LR: 1.0000e-02, Loss: 2.2469e-03, Data Loss: 9.4234e-04, Physics Loss: 1.3046e-03 
Epoch 6000, LR: 1.0000e-02, Loss: 2.3278e-03, Data Loss: 8.5174e-04, Physics Loss: 1.4761e-03 
Epoch 7000, LR: 1.0000e-02, Loss: 1.3807e-03, Data Loss: 2.8899e-04, Physics Loss: 1.0917e-03 
Epoch 8000, LR: 1.0000e-03, Loss: 1.8666e-03, Data Loss: 2.8688e-04, Physics Loss: 1.5798e-03 
Epoch 9000, LR: 1.0000e-03, Loss: 1.5604e-04, Data Loss: 1.1506e-04, Physics Loss: 4.0981e-05 
Epoch 10000, LR: 1.0000e-03, Loss: 1.3078e-04, Data Loss: 9.8825e-05, Physics Loss: 3.1951e-05 
Epoch 11000, LR: 1.0000e-03, Loss: 1.0848e-04, Data Loss: 8.4600e-05, Physics Loss: 2.3879e-05 
Epoch 12000, LR: 1.0000e-03, Loss: 8.8071e-05, Data Loss: 7.0335e-05, Physics Loss: 1.7736e-05 
Epoch 13000, LR: 1.0000e-03, Loss: 7.2404e-05, Data Loss: 5.8389e-05, Physics Loss: 1.4015e-05 
Epoch 14000, LR: 1.0000e-03, Loss: 1.1133e-04, Data Loss: 5.5709e-05, Physics Loss: 5.5625e-05 
Epoch 15000, LR: 1.0000e-03, Loss: 5.2204e-05, Data Loss: 4.1750e-05, Physics Loss: 1.0453e-05 
Epoch 16000, LR: 1.0000e-04, Loss: 7.2159e-05, Data Loss: 3.5800e-05, Physics Loss: 3.6360e-05 
Epoch 17000, LR: 1.0000e-04, Loss: 4.3871e-05, Data Loss: 3.4879e-05, Physics Loss: 8.9919e-06 
Epoch 18000, LR: 1.0000e-04, Loss: 4.2422e-05, Data Loss: 3.3692e-05, Physics Loss: 8.7299e-06 
Epoch 19000, LR: 1.0000e-04, Loss: 4.0205e-05, Data Loss: 3.1869e-05, Physics Loss: 8.3359e-06 
Epoch 20000, LR: 1.0000e-04, Loss: 3.6947e-05, Data Loss: 2.9195e-05, Physics Loss: 7.7514e-06 
Epoch 21000, LR: 1.0000e-04, Loss: 3.2810e-05, Data Loss: 2.5846e-05, Physics Loss: 6.9648e-06 
Epoch 22000, LR: 1.0000e-04, Loss: 3.0404e-05, Data Loss: 2.3197e-05, Physics Loss: 7.2071e-06 
Epoch 23000, LR: 1.0000e-04, Loss: 2.6290e-05, Data Loss: 2.0623e-05, Physics Loss: 5.6670e-06 
Epoch 24000, LR: 1.0000e-05, Loss: 2.3736e-05, Data Loss: 1.8660e-05, Physics Loss: 5.0765e-06 
Epoch 25000, LR: 1.0000e-05, Loss: 2.3445e-05, Data Loss: 1.8430e-05, Physics Loss: 5.0145e-06 
Epoch 26000, LR: 1.0000e-05, Loss: 2.2980e-05, Data Loss: 1.8065e-05, Physics Loss: 4.9155e-06 
Epoch 27000, LR: 1.0000e-05, Loss: 2.2262e-05, Data Loss: 1.7501e-05, Physics Loss: 4.7603e-06 
Epoch 28000, LR: 1.0000e-05, Loss: 2.1196e-05, Data Loss: 1.6667e-05, Physics Loss: 4.5288e-06 
Epoch 29000, LR: 1.0000e-05, Loss: 1.9764e-05, Data Loss: 1.5538e-05, Physics Loss: 4.2253e-06 
Epoch 30000, LR: 1.0000e-05, Loss: 1.8376e-05, Data Loss: 1.4457e-05, Physics Loss: 3.9191e-06 
Epoch 31000, LR: 1.0000e-05, Loss: 1.7148e-05, Data Loss: 1.3487e-05, Physics Loss: 3.6611e-06 
Epoch 32000, LR: 1.0000e-06, Loss: 1.6037e-05, Data Loss: 1.2607e-05, Physics Loss: 3.4301e-06 
Epoch 33000, LR: 1.0000e-06, Loss: 1.5907e-05, Data Loss: 1.2506e-05, Physics Loss: 3.4011e-06 
Epoch 34000, LR: 1.0000e-06, Loss: 1.5721e-05, Data Loss: 1.2359e-05, Physics Loss: 3.3616e-06 
Epoch 35000, LR: 1.0000e-06, Loss: 1.5465e-05, Data Loss: 1.2158e-05, Physics Loss: 3.3067e-06 
Epoch 36000, LR: 1.0000e-06, Loss: 1.5135e-05, Data Loss: 1.1898e-05, Physics Loss: 3.2371e-06 
Epoch 37000, LR: 1.0000e-06, Loss: 1.4740e-05, Data Loss: 1.1585e-05, Physics Loss: 3.1550e-06 
Epoch 38000, LR: 1.0000e-06, Loss: 1.4337e-05, Data Loss: 1.1266e-05, Physics Loss: 3.0713e-06 
Epoch 39000, LR: 1.0000e-06, Loss: 1.3951e-05, Data Loss: 1.0960e-05, Physics Loss: 2.9912e-06 
Epoch 40000, LR: 1.0000e-07, Loss: 1.3578e-05, Data Loss: 1.0665e-05, Physics Loss: 2.9137e-06 
Epoch 41000, LR: 1.0000e-07, Loss: 1.3538e-05, Data Loss: 1.0633e-05, Physics Loss: 2.9055e-06 
Epoch 42000, LR: 1.0000e-07, Loss: 1.3491e-05, Data Loss: 1.0595e-05, Physics Loss: 2.8965e-06 
Epoch 43000, LR: 1.0000e-07, Loss: 1.3440e-05, Data Loss: 1.0553e-05, Physics Loss: 2.8868e-06 
Epoch 44000, LR: 1.0000e-07, Loss: 1.3386e-05, Data Loss: 1.0510e-05, Physics Loss: 2.8762e-06 
Epoch 45000, LR: 1.0000e-07, Loss: 1.3332e-05, Data Loss: 1.0466e-05, Physics Loss: 2.8654e-06 
Epoch 46000, LR: 1.0000e-07, Loss: 1.3277e-05, Data Loss: 1.0422e-05, Physics Loss: 2.8544e-06 
Epoch 47000, LR: 1.0000e-07, Loss: 1.3222e-05, Data Loss: 1.0379e-05, Physics Loss: 2.8434e-06 
Epoch 48000, LR: 1.0000e-08, Loss: 1.3168e-05, Data Loss: 1.0336e-05, Physics Loss: 2.8324e-06 
Epoch 49000, LR: 1.0000e-08, Loss: 1.3165e-05, Data Loss: 1.0333e-05, Physics Loss: 2.8316e-06 
Mean L2 Error: 6.6895e-01 
Relative L2 Error: 1.1159e-02 
