Reynolds Number: 96
Epoch 0, LR: 1.0000e-02, Loss: 9.4373e-01, Data Loss: 9.4371e-01, Physics Loss: 2.3259e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 1.2690e-01, Data Loss: 1.2582e-01, Physics Loss: 1.0760e-03 
Epoch 2000, LR: 1.0000e-02, Loss: 1.5793e-03, Data Loss: 1.2470e-03, Physics Loss: 3.3226e-04 
Epoch 3000, LR: 1.0000e-02, Loss: 4.6546e-03, Data Loss: 7.6080e-04, Physics Loss: 3.8938e-03 
Epoch 4000, LR: 1.0000e-02, Loss: 5.1814e-03, Data Loss: 4.2886e-04, Physics Loss: 4.7525e-03 
Epoch 5000, LR: 1.0000e-02, Loss: 1.4107e-03, Data Loss: 1.9300e-04, Physics Loss: 1.2177e-03 
Epoch 6000, LR: 1.0000e-02, Loss: 4.8954e-04, Data Loss: 1.6865e-04, Physics Loss: 3.2089e-04 
Epoch 7000, LR: 1.0000e-02, Loss: 4.3754e-04, Data Loss: 1.0648e-04, Physics Loss: 3.3106e-04 
Epoch 8000, LR: 1.0000e-03, Loss: 9.8570e-04, Data Loss: 1.7846e-04, Physics Loss: 8.0724e-04 
Epoch 9000, LR: 1.0000e-03, Loss: 6.5811e-05, Data Loss: 4.8539e-05, Physics Loss: 1.7272e-05 
Epoch 10000, LR: 1.0000e-03, Loss: 5.1474e-05, Data Loss: 3.8282e-05, Physics Loss: 1.3191e-05 
Epoch 11000, LR: 1.0000e-03, Loss: 3.8863e-05, Data Loss: 2.8775e-05, Physics Loss: 1.0088e-05 
Epoch 12000, LR: 1.0000e-03, Loss: 6.7643e-05, Data Loss: 2.1700e-05, Physics Loss: 4.5943e-05 
Epoch 13000, LR: 1.0000e-03, Loss: 2.0124e-05, Data Loss: 1.3956e-05, Physics Loss: 6.1684e-06 
Epoch 14000, LR: 1.0000e-03, Loss: 2.5857e-05, Data Loss: 1.0999e-05, Physics Loss: 1.4858e-05 
Epoch 15000, LR: 1.0000e-03, Loss: 3.8963e-05, Data Loss: 2.3608e-05, Physics Loss: 1.5355e-05 
Epoch 16000, LR: 1.0000e-04, Loss: 1.9091e-05, Data Loss: 7.4714e-06, Physics Loss: 1.1620e-05 
Epoch 17000, LR: 1.0000e-04, Loss: 1.0616e-05, Data Loss: 7.0833e-06, Physics Loss: 3.5329e-06 
Epoch 18000, LR: 1.0000e-04, Loss: 1.0226e-05, Data Loss: 6.8009e-06, Physics Loss: 3.4251e-06 
Epoch 19000, LR: 1.0000e-04, Loss: 9.6581e-06, Data Loss: 6.4075e-06, Physics Loss: 3.2507e-06 
Epoch 20000, LR: 1.0000e-04, Loss: 8.8584e-06, Data Loss: 5.8656e-06, Physics Loss: 2.9928e-06 
Epoch 21000, LR: 1.0000e-04, Loss: 7.8634e-06, Data Loss: 5.2037e-06, Physics Loss: 2.6596e-06 
Epoch 22000, LR: 1.0000e-04, Loss: 7.0662e-06, Data Loss: 4.6649e-06, Physics Loss: 2.4012e-06 
Epoch 23000, LR: 1.0000e-04, Loss: 6.3749e-06, Data Loss: 4.2375e-06, Physics Loss: 2.1374e-06 
Epoch 24000, LR: 1.0000e-05, Loss: 5.8418e-06, Data Loss: 3.8938e-06, Physics Loss: 1.9479e-06 
Epoch 25000, LR: 1.0000e-05, Loss: 5.7784e-06, Data Loss: 3.8537e-06, Physics Loss: 1.9247e-06 
Epoch 26000, LR: 1.0000e-05, Loss: 5.6779e-06, Data Loss: 3.7891e-06, Physics Loss: 1.8888e-06 
Epoch 27000, LR: 1.0000e-05, Loss: 5.5207e-06, Data Loss: 3.6878e-06, Physics Loss: 1.8329e-06 
Epoch 28000, LR: 1.0000e-05, Loss: 5.2821e-06, Data Loss: 3.5342e-06, Physics Loss: 1.7478e-06 
Epoch 29000, LR: 1.0000e-05, Loss: 4.9534e-06, Data Loss: 3.3227e-06, Physics Loss: 1.6307e-06 
Epoch 30000, LR: 1.0000e-05, Loss: 4.6443e-06, Data Loss: 3.1240e-06, Physics Loss: 1.5203e-06 
Epoch 31000, LR: 1.0000e-05, Loss: 4.3759e-06, Data Loss: 2.9510e-06, Physics Loss: 1.4248e-06 
Epoch 32000, LR: 1.0000e-06, Loss: 4.1375e-06, Data Loss: 2.7974e-06, Physics Loss: 1.3402e-06 
Epoch 33000, LR: 1.0000e-06, Loss: 4.1084e-06, Data Loss: 2.7785e-06, Physics Loss: 1.3299e-06 
Epoch 34000, LR: 1.0000e-06, Loss: 4.0641e-06, Data Loss: 2.7497e-06, Physics Loss: 1.3143e-06 
Epoch 35000, LR: 1.0000e-06, Loss: 3.9988e-06, Data Loss: 2.7072e-06, Physics Loss: 1.2916e-06 
Epoch 36000, LR: 1.0000e-06, Loss: 3.9083e-06, Data Loss: 2.6477e-06, Physics Loss: 1.2607e-06 
Epoch 37000, LR: 1.0000e-06, Loss: 3.7930e-06, Data Loss: 2.5713e-06, Physics Loss: 1.2217e-06 
Epoch 38000, LR: 1.0000e-06, Loss: 3.6767e-06, Data Loss: 2.4945e-06, Physics Loss: 1.1822e-06 
Epoch 39000, LR: 1.0000e-06, Loss: 3.5676e-06, Data Loss: 2.4228e-06, Physics Loss: 1.1449e-06 
Epoch 40000, LR: 1.0000e-07, Loss: 3.4639e-06, Data Loss: 2.3549e-06, Physics Loss: 1.1090e-06 
Epoch 41000, LR: 1.0000e-07, Loss: 3.4523e-06, Data Loss: 2.3473e-06, Physics Loss: 1.1050e-06 
Epoch 42000, LR: 1.0000e-07, Loss: 3.4377e-06, Data Loss: 2.3375e-06, Physics Loss: 1.1002e-06 
Epoch 43000, LR: 1.0000e-07, Loss: 3.4206e-06, Data Loss: 2.3258e-06, Physics Loss: 1.0948e-06 
Epoch 44000, LR: 1.0000e-07, Loss: 3.4017e-06, Data Loss: 2.3130e-06, Physics Loss: 1.0888e-06 
