Reynolds Number: 74
Epoch 0, LR: 1.0000e-02, Loss: 9.4923e-01, Data Loss: 9.4921e-01, Physics Loss: 2.3346e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 1.2219e-01, Data Loss: 1.1894e-01, Physics Loss: 3.2542e-03 
Epoch 2000, LR: 1.0000e-02, Loss: 3.9711e-03, Data Loss: 1.6349e-03, Physics Loss: 2.3362e-03 
Epoch 3000, LR: 1.0000e-02, Loss: 1.4968e-03, Data Loss: 9.2993e-04, Physics Loss: 5.6690e-04 
Epoch 4000, LR: 1.0000e-02, Loss: 1.2480e-03, Data Loss: 4.0936e-04, Physics Loss: 8.3868e-04 
Epoch 5000, LR: 1.0000e-02, Loss: 7.4260e-04, Data Loss: 2.3604e-04, Physics Loss: 5.0656e-04 
Epoch 6000, LR: 1.0000e-02, Loss: 1.1601e-03, Data Loss: 2.5222e-04, Physics Loss: 9.0788e-04 
Epoch 7000, LR: 1.0000e-02, Loss: 1.6858e-03, Data Loss: 1.7232e-04, Physics Loss: 1.5135e-03 
Epoch 8000, LR: 1.0000e-03, Loss: 5.7509e-04, Data Loss: 1.0361e-04, Physics Loss: 4.7148e-04 
Epoch 9000, LR: 1.0000e-03, Loss: 7.3501e-05, Data Loss: 5.4497e-05, Physics Loss: 1.9004e-05 
Epoch 10000, LR: 1.0000e-03, Loss: 5.6526e-05, Data Loss: 4.0193e-05, Physics Loss: 1.6333e-05 
Epoch 11000, LR: 1.0000e-03, Loss: 4.3104e-05, Data Loss: 2.9748e-05, Physics Loss: 1.3356e-05 
Epoch 12000, LR: 1.0000e-03, Loss: 3.4597e-05, Data Loss: 2.1950e-05, Physics Loss: 1.2647e-05 
Epoch 13000, LR: 1.0000e-03, Loss: 9.4053e-05, Data Loss: 3.2741e-05, Physics Loss: 6.1312e-05 
Epoch 14000, LR: 1.0000e-03, Loss: 2.0656e-05, Data Loss: 1.3971e-05, Physics Loss: 6.6848e-06 
Epoch 15000, LR: 1.0000e-03, Loss: 1.7047e-05, Data Loss: 1.1617e-05, Physics Loss: 5.4301e-06 
