Reynolds Number: 76
Epoch 0, LR: 1.0000e-02, Loss: 9.4827e-01, Data Loss: 9.4825e-01, Physics Loss: 2.3336e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 1.1665e-01, Data Loss: 1.1417e-01, Physics Loss: 2.4780e-03 
Epoch 2000, LR: 1.0000e-02, Loss: 2.4124e-03, Data Loss: 2.0592e-03, Physics Loss: 3.5316e-04 
Epoch 3000, LR: 1.0000e-02, Loss: 1.1056e-03, Data Loss: 7.9064e-04, Physics Loss: 3.1495e-04 
Epoch 4000, LR: 1.0000e-02, Loss: 5.5005e-03, Data Loss: 7.9530e-04, Physics Loss: 4.7052e-03 
Epoch 5000, LR: 1.0000e-02, Loss: 8.0254e-04, Data Loss: 3.2136e-04, Physics Loss: 4.8119e-04 
Epoch 6000, LR: 1.0000e-02, Loss: 1.1173e-03, Data Loss: 2.0102e-04, Physics Loss: 9.1631e-04 
Epoch 7000, LR: 1.0000e-02, Loss: 1.1621e-03, Data Loss: 2.0308e-04, Physics Loss: 9.5906e-04 
Epoch 8000, LR: 1.0000e-03, Loss: 2.1520e-03, Data Loss: 7.1227e-04, Physics Loss: 1.4397e-03 
Epoch 9000, LR: 1.0000e-03, Loss: 9.7003e-05, Data Loss: 6.8169e-05, Physics Loss: 2.8835e-05 
Epoch 10000, LR: 1.0000e-03, Loss: 8.1243e-05, Data Loss: 5.7778e-05, Physics Loss: 2.3465e-05 
Epoch 11000, LR: 1.0000e-03, Loss: 6.6950e-05, Data Loss: 4.8243e-05, Physics Loss: 1.8706e-05 
Epoch 12000, LR: 1.0000e-03, Loss: 5.2772e-05, Data Loss: 3.8563e-05, Physics Loss: 1.4209e-05 
Epoch 13000, LR: 1.0000e-03, Loss: 4.1373e-05, Data Loss: 3.0479e-05, Physics Loss: 1.0894e-05 
Epoch 14000, LR: 1.0000e-03, Loss: 3.5453e-05, Data Loss: 2.4326e-05, Physics Loss: 1.1127e-05 
Epoch 15000, LR: 1.0000e-03, Loss: 4.7112e-05, Data Loss: 2.1748e-05, Physics Loss: 2.5364e-05 
Epoch 16000, LR: 1.0000e-04, Loss: 5.8220e-05, Data Loss: 2.1578e-05, Physics Loss: 3.6642e-05 
Epoch 17000, LR: 1.0000e-04, Loss: 2.0926e-05, Data Loss: 1.5036e-05, Physics Loss: 5.8893e-06 
