Reynolds Number: 90
Epoch 0, LR: 1.0000e-02, Loss: 9.4441e-01, Data Loss: 9.4438e-01, Physics Loss: 2.3279e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 1.3709e-01, Data Loss: 1.3557e-01, Physics Loss: 1.5206e-03 
Epoch 2000, LR: 1.0000e-02, Loss: 1.3891e-01, Data Loss: 1.3573e-01, Physics Loss: 3.1835e-03 
Epoch 3000, LR: 1.0000e-02, Loss: 1.5092e-01, Data Loss: 1.5078e-01, Physics Loss: 1.4724e-04 
Epoch 4000, LR: 1.0000e-02, Loss: 1.3895e-01, Data Loss: 1.3814e-01, Physics Loss: 8.0996e-04 
Epoch 5000, LR: 1.0000e-02, Loss: 1.3543e-01, Data Loss: 1.3360e-01, Physics Loss: 1.8339e-03 
Epoch 6000, LR: 1.0000e-02, Loss: 1.3716e-01, Data Loss: 1.3533e-01, Physics Loss: 1.8368e-03 
Epoch 7000, LR: 1.0000e-02, Loss: 1.5237e-01, Data Loss: 1.5191e-01, Physics Loss: 4.5863e-04 
Epoch 8000, LR: 1.0000e-03, Loss: 1.3491e-01, Data Loss: 1.3332e-01, Physics Loss: 1.5853e-03 
Epoch 9000, LR: 1.0000e-03, Loss: 1.3284e-01, Data Loss: 1.3052e-01, Physics Loss: 2.3275e-03 
Epoch 10000, LR: 1.0000e-03, Loss: 1.2405e-01, Data Loss: 1.1930e-01, Physics Loss: 4.7522e-03 
Epoch 11000, LR: 1.0000e-03, Loss: 1.5190e-01, Data Loss: 1.5163e-01, Physics Loss: 2.6776e-04 
Epoch 12000, LR: 1.0000e-03, Loss: 1.3593e-01, Data Loss: 1.3474e-01, Physics Loss: 1.1868e-03 
Epoch 13000, LR: 1.0000e-03, Loss: 1.3065e-01, Data Loss: 1.2820e-01, Physics Loss: 2.4546e-03 
Epoch 14000, LR: 1.0000e-03, Loss: 1.1747e-01, Data Loss: 1.1301e-01, Physics Loss: 4.4540e-03 
Epoch 15000, LR: 1.0000e-03, Loss: 1.3736e-01, Data Loss: 1.3648e-01, Physics Loss: 8.7877e-04 
Epoch 16000, LR: 1.0000e-04, Loss: 1.3203e-01, Data Loss: 1.2988e-01, Physics Loss: 2.1444e-03 
Epoch 17000, LR: 1.0000e-04, Loss: 1.3169e-01, Data Loss: 1.2950e-01, Physics Loss: 2.1922e-03 
Epoch 18000, LR: 1.0000e-04, Loss: 1.3130e-01, Data Loss: 1.2902e-01, Physics Loss: 2.2825e-03 
Epoch 19000, LR: 1.0000e-04, Loss: 1.3048e-01, Data Loss: 1.2791e-01, Physics Loss: 2.5714e-03 
Epoch 20000, LR: 1.0000e-04, Loss: 1.2919e-01, Data Loss: 1.2641e-01, Physics Loss: 2.7793e-03 
Epoch 21000, LR: 1.0000e-04, Loss: 1.2537e-01, Data Loss: 1.2264e-01, Physics Loss: 2.7349e-03 
Epoch 22000, LR: 1.0000e-04, Loss: 1.1667e-01, Data Loss: 1.1499e-01, Physics Loss: 1.6829e-03 
Epoch 23000, LR: 1.0000e-04, Loss: 1.0949e-01, Data Loss: 1.0851e-01, Physics Loss: 9.8033e-04 
Epoch 24000, LR: 1.0000e-05, Loss: 1.0733e-01, Data Loss: 1.0664e-01, Physics Loss: 6.9539e-04 
Epoch 25000, LR: 1.0000e-05, Loss: 1.0714e-01, Data Loss: 1.0647e-01, Physics Loss: 6.7432e-04 
Epoch 26000, LR: 1.0000e-05, Loss: 1.0686e-01, Data Loss: 1.0621e-01, Physics Loss: 6.4785e-04 
Epoch 27000, LR: 1.0000e-05, Loss: 1.0646e-01, Data Loss: 1.0585e-01, Physics Loss: 6.1443e-04 
Epoch 28000, LR: 1.0000e-05, Loss: 1.0589e-01, Data Loss: 1.0531e-01, Physics Loss: 5.7383e-04 
Epoch 29000, LR: 1.0000e-05, Loss: 1.0524e-01, Data Loss: 1.0471e-01, Physics Loss: 5.3386e-04 
Epoch 30000, LR: 1.0000e-05, Loss: 1.0460e-01, Data Loss: 1.0410e-01, Physics Loss: 5.0326e-04 
Epoch 31000, LR: 1.0000e-05, Loss: 1.0398e-01, Data Loss: 1.0350e-01, Physics Loss: 4.8452e-04 
Epoch 32000, LR: 1.0000e-06, Loss: 1.0340e-01, Data Loss: 1.0292e-01, Physics Loss: 4.8058e-04 
Epoch 33000, LR: 1.0000e-06, Loss: 1.0334e-01, Data Loss: 1.0286e-01, Physics Loss: 4.8113e-04 
Epoch 34000, LR: 1.0000e-06, Loss: 1.0325e-01, Data Loss: 1.0277e-01, Physics Loss: 4.8207e-04 
Epoch 35000, LR: 1.0000e-06, Loss: 1.0315e-01, Data Loss: 1.0266e-01, Physics Loss: 4.8347e-04 
Epoch 36000, LR: 1.0000e-06, Loss: 1.0303e-01, Data Loss: 1.0254e-01, Physics Loss: 4.8525e-04 
Epoch 37000, LR: 1.0000e-06, Loss: 1.0289e-01, Data Loss: 1.0240e-01, Physics Loss: 4.8756e-04 
Epoch 38000, LR: 1.0000e-06, Loss: 1.0275e-01, Data Loss: 1.0226e-01, Physics Loss: 4.8980e-04 
Epoch 39000, LR: 1.0000e-06, Loss: 1.0262e-01, Data Loss: 1.0213e-01, Physics Loss: 4.9150e-04 
Epoch 40000, LR: 1.0000e-07, Loss: 1.0248e-01, Data Loss: 1.0199e-01, Physics Loss: 4.9324e-04 
Epoch 41000, LR: 1.0000e-07, Loss: 1.0247e-01, Data Loss: 1.0198e-01, Physics Loss: 4.9337e-04 
Epoch 42000, LR: 1.0000e-07, Loss: 1.0245e-01, Data Loss: 1.0196e-01, Physics Loss: 4.9352e-04 
Epoch 43000, LR: 1.0000e-07, Loss: 1.0244e-01, Data Loss: 1.0195e-01, Physics Loss: 4.9377e-04 
Epoch 44000, LR: 1.0000e-07, Loss: 1.0242e-01, Data Loss: 1.0193e-01, Physics Loss: 4.9405e-04 
Epoch 45000, LR: 1.0000e-07, Loss: 1.0241e-01, Data Loss: 1.0191e-01, Physics Loss: 4.9433e-04 
