Reynolds Number: 14
Epoch 0, LR: 1.0000e-02, Loss: 3.8943e+00, Data Loss: 3.8942e+00, Physics Loss: 2.5302e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 7.5608e-01, Data Loss: 7.5318e-01, Physics Loss: 2.8989e-03 
Epoch 2000, LR: 1.0000e-02, Loss: 1.2922e+00, Data Loss: 1.2872e+00, Physics Loss: 5.0090e-03 
Epoch 3000, LR: 1.0000e-02, Loss: 7.6382e-01, Data Loss: 7.5489e-01, Physics Loss: 8.9256e-03 
Epoch 4000, LR: 1.0000e-02, Loss: 7.7673e-01, Data Loss: 7.6899e-01, Physics Loss: 7.7484e-03 
Epoch 5000, LR: 1.0000e-02, Loss: 7.2528e-01, Data Loss: 7.2013e-01, Physics Loss: 5.1492e-03 
Epoch 6000, LR: 1.0000e-02, Loss: 7.5379e-01, Data Loss: 7.4918e-01, Physics Loss: 4.6088e-03 
Epoch 7000, LR: 1.0000e-02, Loss: 7.0583e-01, Data Loss: 6.9043e-01, Physics Loss: 1.5401e-02 
Epoch 8000, LR: 1.0000e-03, Loss: 7.1942e-01, Data Loss: 7.1227e-01, Physics Loss: 7.1496e-03 
Epoch 9000, LR: 1.0000e-03, Loss: 5.1617e-01, Data Loss: 5.0527e-01, Physics Loss: 1.0905e-02 
Epoch 10000, LR: 1.0000e-03, Loss: 9.7743e-01, Data Loss: 9.7116e-01, Physics Loss: 6.2702e-03 
Epoch 11000, LR: 1.0000e-03, Loss: 4.5067e-01, Data Loss: 4.4719e-01, Physics Loss: 3.4789e-03 
Epoch 12000, LR: 1.0000e-03, Loss: 4.5974e-01, Data Loss: 4.3685e-01, Physics Loss: 2.2888e-02 
Epoch 13000, LR: 1.0000e-03, Loss: 4.3869e-01, Data Loss: 4.3161e-01, Physics Loss: 7.0792e-03 
Epoch 14000, LR: 1.0000e-03, Loss: 4.4290e-01, Data Loss: 4.4000e-01, Physics Loss: 2.9059e-03 
Epoch 15000, LR: 1.0000e-03, Loss: 4.6222e-01, Data Loss: 4.3515e-01, Physics Loss: 2.7067e-02 
Epoch 16000, LR: 1.0000e-04, Loss: 4.3872e-01, Data Loss: 4.3668e-01, Physics Loss: 2.0336e-03 
Epoch 17000, LR: 1.0000e-04, Loss: 4.2901e-01, Data Loss: 4.2768e-01, Physics Loss: 1.3291e-03 
Epoch 18000, LR: 1.0000e-04, Loss: 4.2531e-01, Data Loss: 4.2398e-01, Physics Loss: 1.3252e-03 
Epoch 19000, LR: 1.0000e-04, Loss: 4.2252e-01, Data Loss: 4.2113e-01, Physics Loss: 1.3901e-03 
Epoch 20000, LR: 1.0000e-04, Loss: 4.1974e-01, Data Loss: 4.1836e-01, Physics Loss: 1.3818e-03 
Epoch 21000, LR: 1.0000e-04, Loss: 4.1758e-01, Data Loss: 4.1610e-01, Physics Loss: 1.4738e-03 
Epoch 22000, LR: 1.0000e-04, Loss: 4.1537e-01, Data Loss: 4.1421e-01, Physics Loss: 1.1606e-03 
Epoch 23000, LR: 1.0000e-04, Loss: 4.1358e-01, Data Loss: 4.1254e-01, Physics Loss: 1.0363e-03 
Epoch 24000, LR: 1.0000e-05, Loss: 4.1248e-01, Data Loss: 4.1075e-01, Physics Loss: 1.7221e-03 
Epoch 25000, LR: 1.0000e-05, Loss: 4.1153e-01, Data Loss: 4.1053e-01, Physics Loss: 1.0005e-03 
Epoch 26000, LR: 1.0000e-05, Loss: 4.1113e-01, Data Loss: 4.1012e-01, Physics Loss: 1.0060e-03 
Epoch 27000, LR: 1.0000e-05, Loss: 4.1048e-01, Data Loss: 4.0945e-01, Physics Loss: 1.0241e-03 
Epoch 28000, LR: 1.0000e-05, Loss: 4.0946e-01, Data Loss: 4.0839e-01, Physics Loss: 1.0701e-03 
Epoch 29000, LR: 1.0000e-05, Loss: 4.0829e-01, Data Loss: 4.0711e-01, Physics Loss: 1.1743e-03 
Epoch 30000, LR: 1.0000e-05, Loss: 4.0707e-01, Data Loss: 4.0584e-01, Physics Loss: 1.2288e-03 
Epoch 31000, LR: 1.0000e-05, Loss: 4.0593e-01, Data Loss: 4.0460e-01, Physics Loss: 1.3312e-03 
Epoch 32000, LR: 1.0000e-06, Loss: 4.0482e-01, Data Loss: 4.0337e-01, Physics Loss: 1.4533e-03 
Epoch 33000, LR: 1.0000e-06, Loss: 4.0469e-01, Data Loss: 4.0322e-01, Physics Loss: 1.4687e-03 
Epoch 34000, LR: 1.0000e-06, Loss: 4.0451e-01, Data Loss: 4.0302e-01, Physics Loss: 1.4934e-03 
Epoch 35000, LR: 1.0000e-06, Loss: 4.0428e-01, Data Loss: 4.0276e-01, Physics Loss: 1.5266e-03 
Epoch 36000, LR: 1.0000e-06, Loss: 4.0400e-01, Data Loss: 4.0243e-01, Physics Loss: 1.5665e-03 
Epoch 37000, LR: 1.0000e-06, Loss: 4.0369e-01, Data Loss: 4.0208e-01, Physics Loss: 1.6068e-03 
Epoch 38000, LR: 1.0000e-06, Loss: 4.0339e-01, Data Loss: 4.0174e-01, Physics Loss: 1.6463e-03 
Epoch 39000, LR: 1.0000e-06, Loss: 4.0309e-01, Data Loss: 4.0141e-01, Physics Loss: 1.6846e-03 
Epoch 40000, LR: 1.0000e-07, Loss: 4.0280e-01, Data Loss: 4.0108e-01, Physics Loss: 1.7211e-03 
Epoch 41000, LR: 1.0000e-07, Loss: 4.0277e-01, Data Loss: 4.0105e-01, Physics Loss: 1.7250e-03 
Epoch 42000, LR: 1.0000e-07, Loss: 4.0273e-01, Data Loss: 4.0100e-01, Physics Loss: 1.7287e-03 
Epoch 43000, LR: 1.0000e-07, Loss: 4.0269e-01, Data Loss: 4.0096e-01, Physics Loss: 1.7331e-03 
Epoch 44000, LR: 1.0000e-07, Loss: 4.0265e-01, Data Loss: 4.0091e-01, Physics Loss: 1.7372e-03 
Epoch 45000, LR: 1.0000e-07, Loss: 4.0260e-01, Data Loss: 4.0086e-01, Physics Loss: 1.7415e-03 
Epoch 46000, LR: 1.0000e-07, Loss: 4.0256e-01, Data Loss: 4.0081e-01, Physics Loss: 1.7454e-03 
Epoch 47000, LR: 1.0000e-07, Loss: 4.0251e-01, Data Loss: 4.0076e-01, Physics Loss: 1.7494e-03 
Epoch 48000, LR: 1.0000e-08, Loss: 4.0247e-01, Data Loss: 4.0071e-01, Physics Loss: 1.7534e-03 
Epoch 49000, LR: 1.0000e-08, Loss: 4.0246e-01, Data Loss: 4.0071e-01, Physics Loss: 1.7534e-03 
Mean L2 Error: 6.2880e+01 
Relative L2 Error: 8.9624e-01 
