Reynolds Number: 82
Epoch 0, LR: 1.0000e-02, Loss: 9.4610e-01, Data Loss: 9.4608e-01, Physics Loss: 2.3309e-05 
Epoch 1000, LR: 1.0000e-02, Loss: 1.3313e-01, Data Loss: 1.3183e-01, Physics Loss: 1.2980e-03 
Epoch 2000, LR: 1.0000e-02, Loss: 1.4039e-01, Data Loss: 1.3923e-01, Physics Loss: 1.1588e-03 
Epoch 3000, LR: 1.0000e-02, Loss: 8.3674e-02, Data Loss: 8.0158e-02, Physics Loss: 3.5153e-03 
Epoch 4000, LR: 1.0000e-02, Loss: 7.0152e-02, Data Loss: 4.1801e-02, Physics Loss: 2.8351e-02 
Epoch 5000, LR: 1.0000e-02, Loss: 3.4835e-03, Data Loss: 1.8289e-03, Physics Loss: 1.6545e-03 
Epoch 6000, LR: 1.0000e-02, Loss: 9.8143e-04, Data Loss: 6.5117e-04, Physics Loss: 3.3025e-04 
Epoch 7000, LR: 1.0000e-02, Loss: 3.2345e-03, Data Loss: 8.4856e-04, Physics Loss: 2.3860e-03 
Epoch 8000, LR: 1.0000e-03, Loss: 5.8371e-03, Data Loss: 1.2328e-03, Physics Loss: 4.6043e-03 
Epoch 9000, LR: 1.0000e-03, Loss: 3.3608e-04, Data Loss: 2.7328e-04, Physics Loss: 6.2800e-05 
Epoch 10000, LR: 1.0000e-03, Loss: 2.6722e-04, Data Loss: 2.1266e-04, Physics Loss: 5.4559e-05 
Epoch 11000, LR: 1.0000e-03, Loss: 2.0959e-04, Data Loss: 1.6459e-04, Physics Loss: 4.4999e-05 
Epoch 12000, LR: 1.0000e-03, Loss: 1.6202e-04, Data Loss: 1.2693e-04, Physics Loss: 3.5088e-05 
Epoch 13000, LR: 1.0000e-03, Loss: 2.0525e-04, Data Loss: 1.0939e-04, Physics Loss: 9.5861e-05 
Epoch 14000, LR: 1.0000e-03, Loss: 1.6415e-04, Data Loss: 1.1182e-04, Physics Loss: 5.2326e-05 
Epoch 15000, LR: 1.0000e-03, Loss: 1.2161e-04, Data Loss: 8.7552e-05, Physics Loss: 3.4056e-05 
Epoch 16000, LR: 1.0000e-04, Loss: 1.3168e-04, Data Loss: 8.1651e-05, Physics Loss: 5.0033e-05 
Epoch 17000, LR: 1.0000e-04, Loss: 9.9251e-05, Data Loss: 8.0036e-05, Physics Loss: 1.9215e-05 
Epoch 18000, LR: 1.0000e-04, Loss: 9.7355e-05, Data Loss: 7.8670e-05, Physics Loss: 1.8685e-05 
Epoch 19000, LR: 1.0000e-04, Loss: 9.4402e-05, Data Loss: 7.6555e-05, Physics Loss: 1.7847e-05 
Epoch 20000, LR: 1.0000e-04, Loss: 8.9286e-05, Data Loss: 7.2803e-05, Physics Loss: 1.6483e-05 
Epoch 21000, LR: 1.0000e-04, Loss: 8.1907e-05, Data Loss: 6.7463e-05, Physics Loss: 1.4444e-05 
Epoch 22000, LR: 1.0000e-04, Loss: 7.6258e-05, Data Loss: 6.2997e-05, Physics Loss: 1.3262e-05 
Epoch 23000, LR: 1.0000e-04, Loss: 7.1411e-05, Data Loss: 5.9116e-05, Physics Loss: 1.2295e-05 
Epoch 24000, LR: 1.0000e-05, Loss: 6.6005e-05, Data Loss: 5.5334e-05, Physics Loss: 1.0672e-05 
Epoch 25000, LR: 1.0000e-05, Loss: 6.5421e-05, Data Loss: 5.4898e-05, Physics Loss: 1.0523e-05 
Epoch 26000, LR: 1.0000e-05, Loss: 6.4518e-05, Data Loss: 5.4210e-05, Physics Loss: 1.0308e-05 
Epoch 27000, LR: 1.0000e-05, Loss: 6.3105e-05, Data Loss: 5.3133e-05, Physics Loss: 9.9725e-06 
Epoch 28000, LR: 1.0000e-05, Loss: 6.0953e-05, Data Loss: 5.1487e-05, Physics Loss: 9.4661e-06 
Epoch 29000, LR: 1.0000e-05, Loss: 5.7923e-05, Data Loss: 4.9150e-05, Physics Loss: 8.7729e-06 
Epoch 30000, LR: 1.0000e-05, Loss: 5.4871e-05, Data Loss: 4.6776e-05, Physics Loss: 8.0951e-06 
Epoch 31000, LR: 1.0000e-05, Loss: 5.2039e-05, Data Loss: 4.4548e-05, Physics Loss: 7.4907e-06 
Epoch 32000, LR: 1.0000e-06, Loss: 4.9383e-05, Data Loss: 4.2447e-05, Physics Loss: 6.9363e-06 
Epoch 33000, LR: 1.0000e-06, Loss: 4.9068e-05, Data Loss: 4.2203e-05, Physics Loss: 6.8645e-06 
Epoch 34000, LR: 1.0000e-06, Loss: 4.8618e-05, Data Loss: 4.1846e-05, Physics Loss: 6.7718e-06 
Epoch 35000, LR: 1.0000e-06, Loss: 4.8015e-05, Data Loss: 4.1365e-05, Physics Loss: 6.6495e-06 
Epoch 36000, LR: 1.0000e-06, Loss: 4.7261e-05, Data Loss: 4.0760e-05, Physics Loss: 6.5009e-06 
Epoch 37000, LR: 1.0000e-06, Loss: 4.6383e-05, Data Loss: 4.0049e-05, Physics Loss: 6.3340e-06 
Epoch 38000, LR: 1.0000e-06, Loss: 4.5487e-05, Data Loss: 3.9319e-05, Physics Loss: 6.1678e-06 
Epoch 39000, LR: 1.0000e-06, Loss: 4.4622e-05, Data Loss: 3.8613e-05, Physics Loss: 6.0091e-06 
Epoch 40000, LR: 1.0000e-07, Loss: 4.3784e-05, Data Loss: 3.7928e-05, Physics Loss: 5.8558e-06 
Epoch 41000, LR: 1.0000e-07, Loss: 4.3693e-05, Data Loss: 3.7853e-05, Physics Loss: 5.8396e-06 
Epoch 42000, LR: 1.0000e-07, Loss: 4.3592e-05, Data Loss: 3.7770e-05, Physics Loss: 5.8214e-06 
Epoch 43000, LR: 1.0000e-07, Loss: 4.3483e-05, Data Loss: 3.7681e-05, Physics Loss: 5.8022e-06 
Epoch 44000, LR: 1.0000e-07, Loss: 4.3371e-05, Data Loss: 3.7588e-05, Physics Loss: 5.7830e-06 
Epoch 45000, LR: 1.0000e-07, Loss: 4.3256e-05, Data Loss: 3.7493e-05, Physics Loss: 5.7633e-06 
Epoch 46000, LR: 1.0000e-07, Loss: 4.3141e-05, Data Loss: 3.7397e-05, Physics Loss: 5.7432e-06 
Epoch 47000, LR: 1.0000e-07, Loss: 4.3025e-05, Data Loss: 3.7302e-05, Physics Loss: 5.7233e-06 
Epoch 48000, LR: 1.0000e-08, Loss: 4.2911e-05, Data Loss: 3.7207e-05, Physics Loss: 5.7039e-06 
Epoch 49000, LR: 1.0000e-08, Loss: 4.2905e-05, Data Loss: 3.7203e-05, Physics Loss: 5.7024e-06 
Mean L2 Error: 1.0109e+00 
Relative L2 Error: 1.6883e-02 
